document_id,gt_row_index,name,attribute,value,units,page_number,page_confidence,corrected_page
R34,33,Mornington Island,nfix_rate,42.0,umol-n m-2 h-1,5,high,
R59,65,Stn BY31 >20um Night,nfix_rate,30.0,ng-n l-1 h-1,"5, 9",ambiguous,
R59,58,"Stn B1, <20um Day",nfix_rate,14.8,ng-n l-1 h-1,5,high,
R59,59,"Stn B1, >20um Day",nfix_rate,26.7,ng-n l-1 h-1,5,high,
R59,60,Stn BY31 <20um Day,nfix_rate,1.4,ng-n l-1 h-1,5,high,
R59,61,Stn BY31 >20um Day,nfix_rate,125.5,ng-n l-1 h-1,5,high,
R59,62,"Stn B1, <20um Night",nfix_rate,1.2,ng-n l-1 h-1,5,high,
R59,63,"Stn B1, >20um Night",nfix_rate,4.8,ng-n l-1 h-1,5,high,
R59,64,Stn BY31 <20um Night,nfix_rate,4.1,ng-n l-1 h-1,5,high,
R59,66,"Total N2 Fix 1998, Stn BY31",nfix_rate,655.0,mg-n m-2 y-1,9,high,
R59,67,"Total N2 Fix 1999, Stn BY31",nfix_rate,709.0,mg-n m-2 y-1,9,high,
R59,68,"Total N2 Fix 2000, Stn BY31",nfix_rate,301.0,mg-n m-2 y-1,9,high,
R59,69,"N2 fix, cells >20um 1998, Stn BY31",nfix_rate,494.0,mg-n m-2 y-1,9,high,
R59,70,"N2 fix, cells >20um 1999, Stn BY31",nfix_rate,549.0,mg-n m-2 y-1,9,high,
R59,71,"N2 fix, cells >20um 2000, Stn BY31",nfix_rate,227.0,mg-n m-2 y-1,9,high,
R59,72,"Total N2 Fix 1998, Stn X1",nfix_rate,242.0,mg-n m-2 y-1,9,high,
R59,73,"Total N2 Fix 1999, Stn X1",nfix_rate,422.0,mg-n m-2 y-1,9,high,
R59,74,"Total N2 Fix 2000, Stn X1",nfix_rate,970.0,mg-n m-2 y-1,9,high,
R59,75,"N2 fix, cells >20um 1998, Stn X1",nfix_rate,212.0,mg-n m-2 y-1,9,high,
R59,76,"N2 fix, cells >20um 1999, Stn X1",nfix_rate,283.0,mg-n m-2 y-1,9,high,
R59,77,"N2 fix, cells >20um 2000, Stn X1",nfix_rate,821.0,mg-n m-2 y-1,9,high,
R59,78,"Total N2 Fix 1998, Stn H4",nfix_rate,259.0,mg-n m-2 y-1,9,high,
R59,79,"Total N2 Fix 1999, Stn H4",nfix_rate,121.0,mg-n m-2 y-1,9,high,
R59,80,"Total N2 Fix 2000, Stn H4",nfix_rate,821.0,mg-n m-2 y-1,9,high,
R59,81,"N2 fix, cells >20um 1998, Stn H4",nfix_rate,213.0,mg-n m-2 y-1,9,high,
R59,82,"N2 fix, cells >20um 1999, Stn H4",nfix_rate,78.0,mg-n m-2 y-1,9,high,
R59,83,"N2 fix, cells >20um 2000, Stn H4",nfix_rate,598.0,mg-n m-2 y-1,9,high,
R6,215,"lower Mekong delta, Vietnam",nfix_rate,245.0,umol-n2 m-2 d-1,"0, 13",ambiguous,
R6,216,"lower Mekong delta, Vietnam",nfix_rate,1425.0,umol-n2 m-2 d-1,0,high,
R6,217,"lower Mekong delta, Vietnam",nfix_rate,444.0,umol-n2 m-2 d-1,0,high,
R72,494,"Cockburn SOund, Western Australia",nfix_rate,0.13,umol-c2h4 m-2 h-1,"1, 4, 10, 12",ambiguous,
R72,495,"Cockburn SOund, Western Australia",nfix_rate,0.29,umol-c2h4 m-2 h-1,"0, 3, 8, 10",ambiguous,
R72,496,"Cockburn SOund, Western Australia",nfix_rate,0.11,umol-c2h4 m-2 h-1,"1, 4, 8, 10, 12",ambiguous,
R72,497,"Cockburn SOund, Western Australia",nfix_rate,0.29,umol-c2h4 m-2 h-1,"0, 3, 8, 10",ambiguous,
R84,388,"Wilmington and Morehead City, North Carolina",nfix_rate,0.6,ug-n g-1 h-1,"3, 7, 8",ambiguous,
R84,389,"Wilmington and Morehead City, North Carolina",nfix_rate,0.09,ug-n g-1 h-1,"7, 8",ambiguous,
R96,36,northern Beibu Gulf,nfix_rate,0.33,nmol-n l-1 h-1,"4, 5",ambiguous,
R96,37,northern Beibu Gulf,nfix_rate,0.23,nmol-n l-1 h-1,"2, 4, 5",ambiguous,
R11,194,"Hurun Bay, Sumatra, Station HBA",nfix_rate,567.0,umol-n m-2 d-1,,ambiguous,
R11,195,"Hurun Bay, Sumatra, Station HBR",nfix_rate,97.0,umol-n m-2 d-1,,ambiguous,
R11,196,"Hurun Bay, Sumatra, Station HBS",nfix_rate,305.0,umol-n m-2 d-1,,ambiguous,
R11,197,"Awerange Bay, Barru Regency, South Sulawesi, Station AWM",nfix_rate,1648.0,umol-n m-2 d-1,,ambiguous,
R11,198,"Awerange Bay, Barru Regency, South Sulawesi, Station AWM",nfix_rate,238.0,umol-n m-2 d-1,,ambiguous,
R11,199,"Awerange Bay, Barru Regency, South Sulawesi, Station AWM",nfix_rate,4316.0,umol-n m-2 d-1,,ambiguous,
R11,200,"Awerange Bay, Barru Regency, South Sulawesi, Station AWM",nfix_rate,860.0,umol-n m-2 d-1,,ambiguous,
R124,272,Connector Marsh - sediment surface,nfix_rate,14.98,nmol-c2h4 m-2 h-1,8,high,
R124,273,Connector Marsh - sediment surface,nfix_rate,42.62,nmol-c2h4 m-2 h-1,8,high,
R124,274,Connector Marsh - sediment surface,nfix_rate,45.42,nmol-c2h4 m-2 h-1,8,high,
R124,275,Connector Marsh - sediment surface,nfix_rate,34.68,nmol-c2h4 m-2 h-1,8,high,
R124,276,Connector Marsh - sediment surface,nfix_rate,24.54,nmol-c2h4 m-2 h-1,8,high,
R124,277,North Bank - sediment surface,nfix_rate,7.26,nmol-c2h4 m-2 h-1,8,high,
R124,278,North Bank - sediment surface,nfix_rate,15.56,nmol-c2h4 m-2 h-1,8,high,
R124,279,North Bank - sediment surface,nfix_rate,47.58,nmol-c2h4 m-2 h-1,8,high,
R124,280,North Bank - sediment surface,nfix_rate,46.53,nmol-c2h4 m-2 h-1,8,high,
R124,281,North Bank - sediment surface,nfix_rate,26.76,nmol-c2h4 m-2 h-1,8,high,
R124,282,North Bank - sediment surface,nfix_rate,19.53,nmol-c2h4 m-2 h-1,8,high,
R124,283,Paradise Creek Marsh - sediment surface,nfix_rate,33.03,nmol-c2h4 m-2 h-1,8,high,
R124,284,Paradise Creek Marsh - sediment surface,nfix_rate,118.93,nmol-c2h4 m-2 h-1,8,high,
R124,285,Paradise Creek Marsh - sediment surface,nfix_rate,70.25,nmol-c2h4 m-2 h-1,8,high,
R124,286,Paradise Creek Marsh - sediment surface,nfix_rate,33.99,nmol-c2h4 m-2 h-1,8,high,
R124,287,Paradise Creek Marsh - sediment surface,nfix_rate,61.48,nmol-c2h4 m-2 h-1,8,high,
R124,288,Paradise Creek Marsh - sediment surface,nfix_rate,24.67,nmol-c2h4 m-2 h-1,8,high,
R124,289,Connector Marsh - rhizosphere,nfix_rate,105.52,nmol-c2h4 m-2 h-1,8,high,
R124,290,Connector Marsh - rhizosphere,nfix_rate,96.24,nmol-c2h4 m-2 h-1,8,high,
R124,291,Connector Marsh - rhizosphere,nfix_rate,118.07,nmol-c2h4 m-2 h-1,8,high,
R124,292,Connector Marsh - rhizosphere,nfix_rate,251.73,nmol-c2h4 m-2 h-1,8,high,
R124,293,North Bank - rhizosphere,nfix_rate,2.96,nmol-c2h4 m-2 h-1,8,high,
R124,294,North Bank - rhizosphere,nfix_rate,44.33,nmol-c2h4 m-2 h-1,8,high,
R124,295,North Bank - rhizosphere,nfix_rate,77.03,nmol-c2h4 m-2 h-1,8,high,
R124,296,North Bank - rhizosphere,nfix_rate,223.76,nmol-c2h4 m-2 h-1,8,high,
R124,297,North Bank - rhizosphere,nfix_rate,251.76,nmol-c2h4 m-2 h-1,8,high,
R124,298,Paradise Creek Marsh - rhizosphere,nfix_rate,7.49,nmol-c2h4 m-2 h-1,8,high,
R124,299,Paradise Creek Marsh - rhizosphere,nfix_rate,104.29,nmol-c2h4 m-2 h-1,8,high,
R124,300,Paradise Creek Marsh - rhizosphere,nfix_rate,161.91,nmol-c2h4 m-2 h-1,8,high,
R124,301,Paradise Creek Marsh - rhizosphere,nfix_rate,177.42,nmol-c2h4 m-2 h-1,8,high,
R124,302,Paradise Creek Marsh - rhizosphere,nfix_rate,73.68,nmol-c2h4 m-2 h-1,8,high,
R201,533,Bay of Calvi,nfix_rate,2.0,nmol-n l-1 d-1,3,high,
R43,244,Kings Creek N4D,nfix_rate,18.6,fmol-n g-1 h-1,20,high,
R43,245,Kings Creek N4D,nfix_rate,13.3,fmol-n g-1 h-1,20,high,
R43,246,Kings Creek K2A,nfix_rate,2.9,fmol-n g-1 h-1,20,high,
R43,247,Kings Creek K2A,nfix_rate,3.2,fmol-n g-1 h-1,20,high,
R43,248,Kings Creek K2A,nfix_rate,78.1,fmol-n g-1 h-1,20,high,
R43,249,North Creek,nfix_rate,6.2,fmol-n g-1 h-1,20,high,
R43,250,North Creek,nfix_rate,6.2,fmol-n g-1 h-1,20,high,
R43,251,North Creek,nfix_rate,14.8,fmol-n g-1 h-1,20,high,
R43,252,Natalie s Creek,nfix_rate,2.1,fmol-n g-1 h-1,20,high,
R43,253,Natalie s Creek,nfix_rate,2.3,fmol-n g-1 h-1,20,high,
R43,254,Natalie s Creek,nfix_rate,5.6,fmol-n g-1 h-1,20,high,
R43,255,Big Blue River Ditch,nfix_rate,2.3,fmol-n g-1 h-1,20,high,
R43,256,Big Blue River Ditch,nfix_rate,2.6,fmol-n g-1 h-1,20,high,
R43,257,Big Blue River Ditch,nfix_rate,3.0,fmol-n g-1 h-1,20,high,
R43,258,Campus Creek,nfix_rate,1.9,fmol-n g-1 h-1,20,high,
R43,259,Campus Creek,nfix_rate,1.5,fmol-n g-1 h-1,20,high,
R43,260,Campus Creek,nfix_rate,1.5,fmol-n g-1 h-1,20,high,
R43,261,Natalie s Creek,nfix_rate,112.8,fmol-n g-1 h-1,21,high,
R43,262,Natalie s Creek,nfix_rate,82.8,fmol-n g-1 h-1,21,high,
R43,263,Big Blue River Ditch,nfix_rate,93.5,fmol-n g-1 h-1,21,high,
R43,264,Big Blue River Ditch,nfix_rate,62.7,fmol-n g-1 h-1,21,high,
R43,265,Big Blue River Ditch,nfix_rate,69.7,fmol-n g-1 h-1,21,high,
R43,408,Kings Creek N4D,nfix_rate,81.9,fmol-n g-1 h-1,21,high,
R43,409,Kings Creek N4D,nfix_rate,63.3,fmol-n g-1 h-1,21,high,
R43,410,Kings Creek K2A,nfix_rate,9.2,fmol-n g-1 h-1,21,high,
R1,86,Giralia Bay,nfix_rate,1.7,nmol-n cm-2 h-1,7,table-anchored,
R1,87,Giralia Bay,nfix_rate,0.47,nmol-n cm-2 h-1,7,table-anchored,
R1,370,Giralia Bay,nfix_rate,2.3,nmol-n cm-2 h-1,7,table-anchored,
R1,371,Giralia Bay,nfix_rate,2.6,nmol-n cm-2 h-1,7,table-anchored,
R1,372,Giralia Bay,nfix_rate,1.6,nmol-n cm-2 h-1,7,table-anchored,
R1,373,Giralia Bay,nfix_rate,2.7,nmol-n cm-2 h-1,7,table-anchored,
R1,374,Giralia Bay,nfix_rate,0.57,nmol-n cm-2 h-1,7,table-anchored,
R102,266,"Whangateau Harbour, New Zealand",nfix_rate,24.7,umol-c2h4 m-2 h-1,3,table-anchored,
R102,267,"Whangateau Harbour, New Zealand",nfix_rate,4.5,umol-c2h4 m-2 h-1,3,table-anchored,
R102,317,"Whangateau Harbour, New Zealand",nfix_rate,15.2,umol-c2h4 m-2 h-1,3,table-anchored,
R102,318,"Whangateau Harbour, New Zealand",nfix_rate,2.9,umol-c2h4 m-2 h-1,3,table-anchored,
R105,437,"Gainsville, FL USA",nfix_rate,-0.39,mg-n m-2 h-1,9,table-anchored,
R105,438,"Gainsville, FL USA",nfix_rate,-0.72,mg-n m-2 h-1,9,table-anchored,
R105,439,"Miami, FL USA",nfix_rate,-0.48,mg-n m-2 h-1,9,table-anchored,
R105,440,"Miami, FL USA",nfix_rate,-0.29,mg-n m-2 h-1,9,table-anchored,
R105,441,"Miami, FL USA",nfix_rate,-0.28,mg-n m-2 h-1,9,table-anchored,
R109,107,"Pearl River Estuary, South China Sea",nfix_rate,0.19,ug-N g-1 d-1,4,table-anchored,
R109,108,"Pearl River Estuary, South China Sea",nfix_rate,0.37,ug-N g-1 d-1,4,table-anchored,
R114,218,"channel near Solimoes A-B, Marchantaria Island",nfix_rate,9.1,nmol-n2 g-1 h-1,11,table-anchored,
R114,219,"Lake Camaleao B, Marchantaria Island",nfix_rate,821.3,nmol-n2 g-1 h-1,11,table-anchored,
R114,220,"Lake Camaleao D, Marchantaria Island",nfix_rate,306.9,nmol-n2 g-1 h-1,11,table-anchored,
R114,221,"Lake Camaleao E, Marchantaria Island",nfix_rate,148.5,nmol-n2 g-1 h-1,11,table-anchored,
R114,222,"Lake Novo center, Marchantaria Island",nfix_rate,264.5,nmol-n2 g-1 h-1,11,table-anchored,
R114,223,"channel near Solimoes A-B, Marchantaria Island",nfix_rate,1.0,nmol-n2 g-1 h-1,11,table-anchored,
R114,224,"Lake Camaleao B, Marchantaria Island",nfix_rate,25.1,nmol-n2 g-1 h-1,11,table-anchored,
R114,225,"Lake Camaleao D, Marchantaria Island",nfix_rate,14.6,nmol-n2 g-1 h-1,11,table-anchored,
R114,226,"Lake Camaleao E, Marchantaria Island",nfix_rate,65.5,nmol-n2 g-1 h-1,11,table-anchored,
R114,227,"Lake Novo center, Marchantaria Island",nfix_rate,170.3,nmol-n2 g-1 h-1,11,table-anchored,
R114,228,"channel near Solimoes A-B, Marchantaria Island",nfix_rate,0.6,nmol-n2 g-1 h-1,11,table-anchored,
R114,229,"Lake Camaleao D, Marchantaria Island",nfix_rate,38.2,nmol-n2 g-1 h-1,11,table-anchored,
R114,230,"Lake Camaleao E, Marchantaria Island",nfix_rate,19.2,nmol-n2 g-1 h-1,11,table-anchored,
R114,231,"Lake Novo center, Marchantaria Island",nfix_rate,318.2,nmol-n2 g-1 h-1,11,table-anchored,
R114,232,"channel near Solimoes A-B, Marchantaria Island",nfix_rate,0.1,nmol-n2 g-1 h-1,11,table-anchored,
R114,233,"Lake Camaleao D, Marchantaria Island",nfix_rate,2.7,nmol-n2 g-1 h-1,11,table-anchored,
R114,234,"Lake Camaleao E, Marchantaria Island",nfix_rate,2.1,nmol-n2 g-1 h-1,11,table-anchored,
R114,235,"Lake Novo center, Marchantaria Island",nfix_rate,20.2,nmol-n2 g-1 h-1,11,table-anchored,
R114,236,"channel near Solimoes A-B, Marchantaria Island",nfix_rate,1.2,nmol-n2 g-1 h-1,11,table-anchored,
R114,237,"Lake Camaleao D, Marchantaria Island",nfix_rate,6.0,nmol-n2 g-1 h-1,11,table-anchored,
R114,238,"Lake Camaleao E, Marchantaria Island",nfix_rate,20.9,nmol-n2 g-1 h-1,11,table-anchored,
R114,239,"Lake Novo center, Marchantaria Island",nfix_rate,25.8,nmol-n2 g-1 h-1,11,table-anchored,
R114,240,"channel near Solimoes A-B, Marchantaria Island",nfix_rate,0.0,nmol-n2 g-1 h-1,11,table-anchored,
R114,241,"Lake Camaleao D, Marchantaria Island",nfix_rate,3.3,nmol-n2 g-1 h-1,11,table-anchored,
R114,242,"Lake Camaleao E, Marchantaria Island",nfix_rate,2.1,nmol-n2 g-1 h-1,11,table-anchored,
R114,243,"Lake Novo center, Marchantaria Island",nfix_rate,7.3,nmol-n2 g-1 h-1,11,table-anchored,
R116,56,Subtidal at East end of Dauphin Island,nfix_rate,2.47,umol-n m-2 h-1,6,table-anchored,
R116,57,Subtidal at East end of Dauphin Island,nfix_rate,2.36,umol-n m-2 h-1,6,table-anchored,
R117,115,"SKY Southern Patagonia, Chile",nfix_rate,78.0,mg-n m-2 d-1,4,table-anchored,
R117,116,"SKY Southern Patagonia, Chile",nfix_rate,77.0,mg-n m-2 d-1,4,table-anchored,
R117,117,"SKY Southern Patagonia, Chile",nfix_rate,194.0,mg-n m-2 d-1,4,table-anchored,
R117,118,"SKY Southern Patagonia, Chile",nfix_rate,72.0,mg-n m-2 d-1,4,table-anchored,
R117,119,"SKY Southern Patagonia, Chile",nfix_rate,61.0,mg-n m-2 d-1,4,table-anchored,
R117,120,"SKY Southern Patagonia, Chile",nfix_rate,216.0,mg-n m-2 d-1,4,table-anchored,
R117,121,"OBS Southern Patagonia, Chile",nfix_rate,69.0,mg-n m-2 d-1,4,table-anchored,
R117,122,"OBS Southern Patagonia, Chile",nfix_rate,44.0,mg-n m-2 d-1,4,table-anchored,
R117,123,"OBS Southern Patagonia, Chile",nfix_rate,127.0,mg-n m-2 d-1,4,table-anchored,
R117,124,"OBS Southern Patagonia, Chile",nfix_rate,63.0,mg-n m-2 d-1,4,table-anchored,
R117,125,"OBS Southern Patagonia, Chile",nfix_rate,27.0,mg-n m-2 d-1,4,table-anchored,
R117,126,"OBS Southern Patagonia, Chile",nfix_rate,59.0,mg-n m-2 d-1,4,table-anchored,
R122,505,Thoreaus Bog - dark,nfix_rate,0.205,umol-n g-1 h-1,5,table-anchored,
R122,506,Thoreaus Bog - dark,nfix_rate,0.16,umol-n g-1 h-1,5,table-anchored,
R122,507,Thoreaus Bog - dark,nfix_rate,0.083,umol-n g-1 h-1,5,table-anchored,
R122,508,Thoreaus Bog - dark,nfix_rate,0.123,umol-n g-1 h-1,5,table-anchored,
R122,509,Thoreaus Bog - dark,nfix_rate,0.076,umol-n g-1 h-1,5,table-anchored,
R122,510,Thoreaus Bog - light,nfix_rate,0.166,umol-n g-1 h-1,5,table-anchored,
R122,511,Thoreaus Bog - light,nfix_rate,0.183,umol-n g-1 h-1,5,table-anchored,
R122,512,Thoreaus Bog - light,nfix_rate,0.128,umol-n g-1 h-1,5,table-anchored,
R122,513,Thoreaus Bog - light,nfix_rate,0.091,umol-n g-1 h-1,5,table-anchored,
R122,514,Thoreaus Bog - light,nfix_rate,0.097,umol-n g-1 h-1,5,table-anchored,
R13,303,Virginia Coastal Reserve,nfix_rate,3.6,ng-n g-1 h-1,5,table-anchored,
R13,304,Virginia Coastal Reserve,nfix_rate,7.5,ng-n g-1 h-1,5,table-anchored,
R13,305,Virginia Coastal Reserve,nfix_rate,1.5,ng-n g-1 h-1,5,table-anchored,
R13,306,Virginia Coastal Reserve,nfix_rate,0.5,ng-n g-1 h-1,5,table-anchored,
R13,307,Virginia Coastal Reserve,nfix_rate,4.1,ng-n g-1 h-1,5,table-anchored,
R13,308,Virginia Coastal Reserve,nfix_rate,6.5,ng-n g-1 h-1,5,table-anchored,
R13,309,Virginia Coastal Reserve,nfix_rate,0.7,ng-n g-1 h-1,5,table-anchored,
R13,310,Virginia Coastal Reserve,nfix_rate,1.4,ng-n g-1 h-1,5,table-anchored,
R13,311,Virginia Coastal Reserve,nfix_rate,0.3,ng-n g-1 h-1,5,table-anchored,
R13,312,Virginia Coastal Reserve,nfix_rate,2.7,ng-n g-1 h-1,5,table-anchored,
R13,313,Virginia Coastal Reserve,nfix_rate,0.6,ng-n g-1 h-1,5,table-anchored,
R135,7,Mesohaline 1 st. 3,nfix_rate,13.0,umol-n m-2 d-1,9,table-anchored,
R135,8,Mesohaline 1 st. 9,nfix_rate,99.0,umol-n m-2 d-1,9,table-anchored,
R135,9,Mesohaline 1 st. 23,nfix_rate,187.0,umol-n m-2 d-1,9,table-anchored,
R135,10,Mesohaline 2 st. 2,nfix_rate,121.0,umol-n m-2 d-1,9,table-anchored,
R135,11,Mesohaline 2 st. 19,nfix_rate,95.0,umol-n m-2 d-1,9,table-anchored,
R135,12,Mesohaline 2 st. 25,nfix_rate,253.0,umol-n m-2 d-1,9,table-anchored,
R135,40,Estuarine st. 4,nfix_rate,48.0,umol-n m-2 d-1,9,table-anchored,
R135,41,Estuarine st. 10,nfix_rate,9.0,umol-n m-2 d-1,9,table-anchored,
R135,42,Estuarine st. 11,nfix_rate,10.0,umol-n m-2 d-1,9,table-anchored,
R135,43,Estuarine st. 14,nfix_rate,11.0,umol-n m-2 d-1,9,table-anchored,
R135,44,Estuarine st. 16,nfix_rate,28.0,umol-n m-2 d-1,9,table-anchored,
R142,187,Farmington Bay Great Salt Lake,nfix_rate,0.1,ug-n2 l-1 h-1,2,table-anchored,
R142,188,Farmington Bay Great Salt Lake,nfix_rate,0.0,ug-n2 l-1 h-1,2,table-anchored,
R142,189,Farmington Bay Great Salt Lake,nfix_rate,0.0,ug-n2 l-1 h-1,2,table-anchored,
R142,190,Farmington Bay Great Salt Lake,nfix_rate,0.0,ug-n2 l-1 h-1,2,table-anchored,
R142,191,Farmington Bay Great Salt Lake,nfix_rate,0.0,ug-n2 l-1 h-1,2,table-anchored,
R142,192,Gilbert Bay Great Salt Lake,nfix_rate,0.0,ug-n2 l-1 h-1,2,table-anchored,
R142,193,Farmington Bay Great Salt Lake,nfix_rate,2.0,ug-n2 l-1 h-1,2,table-anchored,
R150,930,"Carteau Cove, Station D",nfix_rate,19.2,umol-n2 l-1 d-1,9,table-anchored,
R150,931,"Carteau Cove, Station D",nfix_rate,25.6,umol-n2 l-1 d-1,9,table-anchored,
R150,932,"Carteau Cove, Station D",nfix_rate,38.4,umol-n2 l-1 d-1,9,table-anchored,
R150,933,"Carteau Cove, Station D",nfix_rate,12.8,umol-n2 l-1 d-1,9,table-anchored,
R150,934,"Carteau Cove, Station D",nfix_rate,76.8,umol-n2 l-1 d-1,9,table-anchored,
R150,935,"Carteau Cove, Station D",nfix_rate,44.8,umol-n2 l-1 d-1,9,table-anchored,
R150,936,"Carteau Cove, Station D",nfix_rate,3.2,umol-n2 l-1 d-1,9,table-anchored,
R150,937,"Carteau Cove, Station D",nfix_rate,12.8,umol-n2 l-1 d-1,9,table-anchored,
R151,938,"Shiraho Reef, site 500 m offshore",nfix_rate,0.16,nmol-n g-1 h-1,5,table-anchored,
R151,939,"Shiraho Reef, site 150 m offshore",nfix_rate,0.61,nmol-n g-1 h-1,5,table-anchored,
R151,940,"Shiraho Reef, site 500 m offshore",nfix_rate,0.89,nmol-n g-1 h-1,5,table-anchored,
R151,941,"Shiraho Reef, site 150 m offshore",nfix_rate,1.23,nmol-n g-1 h-1,5,table-anchored,
R151,942,"Shiraho Reef, site 150 m offshore",nfix_rate,1.65,nmol-n g-1 h-1,5,table-anchored,
R151,943,"Shiraho Reef, site 150 m offshore",nfix_rate,0.5,nmol-n g-1 h-1,5,table-anchored,
R151,944,Intertidal reefrock,nfix_rate,5.81,nmol-n g-1 h-1,5,table-anchored,
R151,945,Intertidal reefrock,nfix_rate,0.4,nmol-n g-1 h-1,5,table-anchored,
R151,946,Intertidal reefrock,nfix_rate,1.23,nmol-n g-1 h-1,5,table-anchored,
R151,947,"Shiraho Reef, site 150 m offshore",nfix_rate,6.38,nmol-n g-1 h-1,5,table-anchored,
R151,948,"Shiraho Reef, site 150 m offshore",nfix_rate,39.02,nmol-n g-1 h-1,5,table-anchored,
R151,949,"Shiraho Reef, site 150 m offshore",nfix_rate,2.53,nmol-n g-1 h-1,5,table-anchored,
R151,950,Intertidal reefrock,nfix_rate,9.14,nmol-n g-1 h-1,5,table-anchored,
R151,951,Intertidal reefrock,nfix_rate,35.35,nmol-n g-1 h-1,5,table-anchored,
R151,952,Intertidal reefrock,nfix_rate,9.55,nmol-n g-1 h-1,5,table-anchored,
R151,953,Intertidal reefrock,nfix_rate,55.15,nmol-n g-1 h-1,5,table-anchored,
R152,411,Apr,nfix_rate,56.5,nmol-c2h4 cm-2 h-1,4,table-anchored,
R152,412,Jun,nfix_rate,72.1,nmol-c2h4 cm-2 h-1,4,table-anchored,
R152,413,Jul,nfix_rate,34.2,nmol-c2h4 cm-2 h-1,4,table-anchored,
R152,414,Aug,nfix_rate,16.3,nmol-c2h4 cm-2 h-1,4,table-anchored,
R152,415,Sep,nfix_rate,17.1,nmol-c2h4 cm-2 h-1,4,table-anchored,
R152,416,Oct,nfix_rate,14.6,nmol-c2h4 cm-2 h-1,4,table-anchored,
R154,88,Gotland Basin - Central Baltic,nfix_rate,3.58,nmol-c2h4 ml-1 h-1,2,table-anchored,
R154,89,Gotland Basin - Central Baltic,nfix_rate,1.31,nmol-c2h4 ml-1 h-1,2,table-anchored,
R154,90,Gotland Basin - Central Baltic,nfix_rate,1.6,nmol-c2h4 ml-1 h-1,2,table-anchored,
R154,91,Gotland Basin - Central Baltic,nfix_rate,0.026,nmol-c2h4 ml-1 h-1,2,table-anchored,
R154,92,Gotland Basin - Central Baltic,nfix_rate,0.032,nmol-c2h4 ml-1 h-1,2,table-anchored,
R155,13,YPC,nfix_rate,17.2,umol-n m-2 d-1,7,table-anchored,
R155,14,OPC,nfix_rate,75.9,umol-n m-2 d-1,7,table-anchored,
R155,15,WPM,nfix_rate,118.3,umol-n m-2 d-1,7,table-anchored,
R155,16,EPM,nfix_rate,97.3,umol-n m-2 d-1,7,table-anchored,
R155,17,OSW,nfix_rate,104.7,umol-n m-2 d-1,7,table-anchored,
R164,743,Off,nfix_rate,0.37,nmol-n l-1 d-1,4,table-anchored,
R164,744,CH-out,nfix_rate,0.23,nmol-n l-1 d-1,4,table-anchored,
R164,745,CR-out,nfix_rate,6.03,nmol-n l-1 d-1,4,table-anchored,
R164,746,CH-in,nfix_rate,0.2,nmol-n l-1 d-1,4,table-anchored,
R164,747,SB-out,nfix_rate,1.49,nmol-n l-1 d-1,4,table-anchored,
R164,748,TB-in,nfix_rate,0.79,nmol-n l-1 d-1,4,table-anchored,
R164,749,TB-in,nfix_rate,3.88,nmol-n l-1 d-1,4,table-anchored,
R164,750,Kb bloom,nfix_rate,2.93,nmol-n l-1 d-1,4,table-anchored,
R164,751,Kb bloom,nfix_rate,9.02,nmol-n l-1 d-1,4,table-anchored,
R164,752,Kb bloom,nfix_rate,3.66,nmol-n l-1 d-1,4,table-anchored,
R164,753,Kb bloom,nfix_rate,6.93,nmol-n l-1 d-1,4,table-anchored,
R164,754,Off,nfix_rate,0.56,nmol-n l-1 d-1,4,table-anchored,
R164,755,Off,nfix_rate,0.54,nmol-n l-1 d-1,4,table-anchored,
R164,756,CH-out,nfix_rate,3.89,nmol-n l-1 d-1,4,table-anchored,
R164,757,CH-out,nfix_rate,0.47,nmol-n l-1 d-1,4,table-anchored,
R164,758,CR-out,nfix_rate,0.63,nmol-n l-1 d-1,4,table-anchored,
R164,759,CR-out,nfix_rate,0.51,nmol-n l-1 d-1,4,table-anchored,
R164,760,CH-in,nfix_rate,0.04,nmol-n l-1 d-1,4,table-anchored,
R164,761,CH-out,nfix_rate,0.29,nmol-n l-1 d-1,4,table-anchored,
R164,762,CR-out,nfix_rate,3.51,nmol-n l-1 d-1,4,table-anchored,
R164,763,CH-in,nfix_rate,0.32,nmol-n l-1 d-1,4,table-anchored,
R164,764,SB-out,nfix_rate,0.38,nmol-n l-1 d-1,4,table-anchored,
R164,765,TB-in,nfix_rate,0.69,nmol-n l-1 d-1,4,table-anchored,
R164,766,TB-in,nfix_rate,3.85,nmol-n l-1 d-1,4,table-anchored,
R164,767,Kb bloom,nfix_rate,2.57,nmol-n l-1 d-1,4,table-anchored,
R164,768,Kb bloom,nfix_rate,3.31,nmol-n l-1 d-1,4,table-anchored,
R164,769,Kb bloom,nfix_rate,5.15,nmol-n l-1 d-1,4,table-anchored,
R164,770,Kb bloom,nfix_rate,1.28,nmol-n l-1 d-1,4,table-anchored,
R164,771,Off,nfix_rate,0.83,nmol-n l-1 d-1,4,table-anchored,
R164,772,Off,nfix_rate,0.38,nmol-n l-1 d-1,4,table-anchored,
R164,773,CH-out,nfix_rate,5.73,nmol-n l-1 d-1,4,table-anchored,
R164,774,CH-out,nfix_rate,0.52,nmol-n l-1 d-1,4,table-anchored,
R164,775,CR-out,nfix_rate,0.57,nmol-n l-1 d-1,4,table-anchored,
R164,776,CR-out,nfix_rate,0.51,nmol-n l-1 d-1,4,table-anchored,
