document_id,name,identifiers,location,site_type,date,nfix_method,substrate_type,sample_depth,additional_details,attribute,value,units
R85,"2002, Fog 2, control",,"(68.616667, -149.5833333)",lakes,2002-06,ARA,benthos,,,nfix_rate,0.39,mg-n m-2 d-1
R85,"2002, S-6, ambient",,"(68.616667, -149.5833333)",lakes,2002-06,ARA,benthos,,,nfix_rate,0.36,mg-n m-2 d-1
R85,"2002, S-6, control",,"(68.616667, -149.5833333)",lakes,2002-06,ARA,benthos,,,nfix_rate,0.35,mg-n m-2 d-1
R85,"2003, Fog 2, ambient",,"(68.616667, -149.5833333)",lakes,2003-06,ARA,benthos,,,nfix_rate,0.27,mg-n m-2 d-1
R85,"2003, Fog 2, control",,"(68.616667, -149.5833333)",lakes,2003-06,ARA,benthos,,,nfix_rate,0.24,mg-n m-2 d-1
R70,Shelburne Pond,,"(44.383333, -73.158333)",lakes,1999-06-29,ARA,wc,0.5,,nfix_rate,0.8,nmol-n l-1 h-1
R70,Shelburne Pond,,"(44.383333, -73.158333)",lakes,1999-07-25,ARA,wc,0.5,,nfix_rate,9.62,nmol-n l-1 h-1
R70,Shelburne Pond,,"(44.383333, -73.158333)",lakes,1999-08-20,ARA,wc,0.5,,nfix_rate,1.28,nmol-n l-1 h-1
R70,Shelburne Pond,,"(44.383333, -73.158333)",lakes,1999-09-18,ARA,wc,0.5,,nfix_rate,0.0,nmol-n l-1 h-1
R70,Shelburne Pond,,"(44.383333, -73.158333)",lakes,1999-10-19,ARA,wc,0.5,,nfix_rate,0.38,nmol-n l-1 h-1
R39,Pond Baltazar,,"(-27.45, -58.91667)",lakes,1991-01,ARA,wc,,,nfix_rate,0.07,umol-n2 l-1 d-1
R39,Pond Baltazar,,"(-27.45, -58.91667)",lakes,1991-01,ARA,wc,,,nfix_rate,0.0,umol-n2 l-1 d-1
R142,Farmington Bay Great Salt Lake,,"(41.05884227, -112.2036352)",lakes,2003-06-06,ARA,wc,,,nfix_rate,0.1,ug-n2 l-1 h-1
R142,Farmington Bay Great Salt Lake,,"(41.05884227, -112.2036352)",lakes,2003-10-09,ARA,wc,,,nfix_rate,0.0,ug-n2 l-1 h-1
R142,Farmington Bay Great Salt Lake,,"(41.05884227, -112.2036352)",lakes,2003-11-04,ARA,wc,,,nfix_rate,0.0,ug-n2 l-1 h-1
R142,Farmington Bay Great Salt Lake,,"(41.05884227, -112.2036352)",lakes,2003-07-03,ARA,wc,,,nfix_rate,0.0,ug-n2 l-1 h-1
R142,Farmington Bay Great Salt Lake,,"(41.05884227, -112.2036352)",lakes,2003-10-09,ARA,wc,,,nfix_rate,0.0,ug-n2 l-1 h-1
R142,Gilbert Bay Great Salt Lake,,"(41.08962096, -112.3751136)",lakes,2004-10-20,ARA,wc,,,nfix_rate,0.0,ug-n2 l-1 h-1
R142,Farmington Bay Great Salt Lake,,"(41.05884227, -112.2036352)",lakes,2005-05-19,ARA,wc,,,nfix_rate,2.0,ug-n2 l-1 h-1
R11,"Hurun Bay, Sumatra, Station HBA",,"(-5.05, 105.25)",mangroves,2007-04,ARA,benthos,,,nfix_rate,567.0,umol-n m-2 d-1
R11,"Hurun Bay, Sumatra, Station HBR",,"(-5.05, 105.25)",mangroves,2007-04,ARA,benthos,,,nfix_rate,97.0,umol-n m-2 d-1
R11,"Hurun Bay, Sumatra, Station HBS",,"(-5.05, 105.25)",mangroves,2007-04,ARA,benthos,,,nfix_rate,305.0,umol-n m-2 d-1
R11,"Awerange Bay, Barru Regency, South Sulawesi, Station AWM",,"(-4.233333, 119.5916667)",mangroves,2007-04,ARA,benthos,,,nfix_rate,1648.0,umol-n m-2 d-1
R11,"Awerange Bay, Barru Regency, South Sulawesi, Station AWM",,"(-4.233333, 119.5916667)",mangroves,2006-08,ARA,benthos,,,nfix_rate,238.0,umol-n m-2 d-1
R11,"Awerange Bay, Barru Regency, South Sulawesi, Station AWM",,"(-4.233333, 119.5916667)",mangroves,2007-04,ARA,benthos,,,nfix_rate,4316.0,umol-n m-2 d-1
R11,"Awerange Bay, Barru Regency, South Sulawesi, Station AWM",,"(-4.233333, 119.5916667)",mangroves,2006-08,ARA,benthos,,,nfix_rate,860.0,umol-n m-2 d-1
R8,Matang Mangrove Forest MVR,,"(4.837833, 100.617)",mangroves,1998,ARA,benthos,0.05,,nfix_rate,2.3,mmol-n2 m-2 d-1
R8,Matang Mangrove Forest MVR,,"(4.837833, 100.617)",mangroves,1999,ARA,benthos,0.05,,nfix_rate,0.0,mmol-n2 m-2 d-1
R8,Matang Mangrove Forest M18,,"(4.850667, 100.612)",mangroves,1998,ARA,benthos,0.05,,nfix_rate,3.0,mmol-n2 m-2 d-1
R8,Matang Mangrove Forest M18,,"(4.850667, 100.612)",mangroves,1999,ARA,benthos,0.05,,nfix_rate,0.0,mmol-n2 m-2 d-1
R8,Matang Mangrove Forest M5,,"(4.8595, 100.6155)",mangroves,1998,ARA,benthos,0.05,,nfix_rate,0.0,mmol-n2 m-2 d-1
R8,Matang Mangrove Forest M5,,"(4.8595, 100.6155)",mangroves,1999,ARA,benthos,0.05,,nfix_rate,0.0,mmol-n2 m-2 d-1
R7,Sawi Bay S1,,"(10.28, 99.16333333)",mangroves,1999-04,ARA,benthos,0.1,,nfix_rate,0.0,umol-n m-2 h-1
R7,Sawi Bay S2,,"(10.278333, 99.16333333)",mangroves,1999-04,ARA,benthos,0.1,,nfix_rate,8.0,umol-n m-2 h-1
R7,Sawi Bay S3,,"(10.373333, 99.22)",mangroves,1999-04,ARA,benthos,0.1,,nfix_rate,24.0,umol-n m-2 h-1
R7,Sawi Bay S4,,"(10.373333, 99.22166667)",mangroves,1999-04,ARA,benthos,0.1,,nfix_rate,2.0,umol-n m-2 h-1
R7,Sawi Bay S1,,"(10.28, 99.16333333)",mangroves,1999-10,ARA,benthos,0.1,,nfix_rate,0.0,umol-n m-2 h-1
R7,Sawi Bay S2,,"(10.278333, 99.16333333)",mangroves,1999-10,ARA,benthos,0.1,,nfix_rate,2.0,umol-n m-2 h-1
R7,Sawi Bay S3,,"(10.373333, 99.22)",mangroves,1999-10,ARA,benthos,0.1,,nfix_rate,10.0,umol-n m-2 h-1
R7,Sawi Bay S4,,"(10.373333, 99.22166667)",mangroves,1999-10,ARA,benthos,0.1,,nfix_rate,6.0,umol-n m-2 h-1
R6,"lower Mekong delta, Vietnam",,"(8.8, 105.2)",mangroves,1997-05,ARA,benthos,,,nfix_rate,245.0,umol-n2 m-2 d-1
R6,"lower Mekong delta, Vietnam",,"(8.8, 105.2)",mangroves,1997-05,ARA,benthos,,,nfix_rate,1425.0,umol-n2 m-2 d-1
R6,"lower Mekong delta, Vietnam",,"(8.8, 105.2)",mangroves,1997-05,ARA,benthos,,,nfix_rate,444.0,umol-n2 m-2 d-1
R114,"channel near Solimoes A-B, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,9.1,nmol-n2 g-1 h-1
R114,"Lake Camaleao B, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,821.3,nmol-n2 g-1 h-1
R114,"Lake Camaleao D, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,306.9,nmol-n2 g-1 h-1
R114,"Lake Camaleao E, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,148.5,nmol-n2 g-1 h-1
R114,"Lake Novo center, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,264.5,nmol-n2 g-1 h-1
R114,"channel near Solimoes A-B, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,1.0,nmol-n2 g-1 h-1
R114,"Lake Camaleao B, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,25.1,nmol-n2 g-1 h-1
R114,"Lake Camaleao D, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,14.6,nmol-n2 g-1 h-1
R114,"Lake Camaleao E, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,65.5,nmol-n2 g-1 h-1
R114,"Lake Novo center, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,170.3,nmol-n2 g-1 h-1
R114,"channel near Solimoes A-B, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,0.6,nmol-n2 g-1 h-1
R114,"Lake Camaleao D, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,38.2,nmol-n2 g-1 h-1
R114,"Lake Camaleao E, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,19.2,nmol-n2 g-1 h-1
R114,"Lake Novo center, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,318.2,nmol-n2 g-1 h-1
R114,"channel near Solimoes A-B, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,0.1,nmol-n2 g-1 h-1
R114,"Lake Camaleao D, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,2.7,nmol-n2 g-1 h-1
R114,"Lake Camaleao E, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,2.1,nmol-n2 g-1 h-1
R114,"Lake Novo center, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,20.2,nmol-n2 g-1 h-1
R114,"channel near Solimoes A-B, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,1.2,nmol-n2 g-1 h-1
R114,"Lake Camaleao D, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,6.0,nmol-n2 g-1 h-1
R114,"Lake Camaleao E, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,20.9,nmol-n2 g-1 h-1
R114,"Lake Novo center, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,25.8,nmol-n2 g-1 h-1
R114,"channel near Solimoes A-B, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,0.0,nmol-n2 g-1 h-1
R114,"Lake Camaleao D, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,3.3,nmol-n2 g-1 h-1
R114,"Lake Camaleao E, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,2.1,nmol-n2 g-1 h-1
R114,"Lake Novo center, Marchantaria Island",,"(-3.243347, -59.947108)",rivers,2001-04,ARA,benthos,,,nfix_rate,7.3,nmol-n2 g-1 h-1
R43,Kings Creek N4D,,"(39.08785, -96.58445)",rivers,2003,ARA,benthos,0.04,,nfix_rate,18.6,fmol-n g-1 h-1
R43,Kings Creek N4D,,"(39.08785, -96.58445)",rivers,2003,ARA,benthos,0.04,,nfix_rate,13.3,fmol-n g-1 h-1
R43,Kings Creek K2A,,"(39.100133, -96.57423333)",rivers,2004,ARA,benthos,0.04,,nfix_rate,2.9,fmol-n g-1 h-1
R43,Kings Creek K2A,,"(39.100133, -96.57423333)",rivers,2004,ARA,benthos,0.04,,nfix_rate,3.2,fmol-n g-1 h-1
R43,Kings Creek K2A,,"(39.100133, -96.57423333)",rivers,2004,ARA,benthos,0.04,,nfix_rate,78.1,fmol-n g-1 h-1
R43,North Creek,,"(39.21235, -96.59306667)",rivers,2003,ARA,benthos,0.04,,nfix_rate,6.2,fmol-n g-1 h-1
R43,North Creek,,"(39.21235, -96.59306667)",rivers,2003,ARA,benthos,0.04,,nfix_rate,6.2,fmol-n g-1 h-1
R43,North Creek,,"(39.21235, -96.59306667)",rivers,2003,ARA,benthos,0.04,,nfix_rate,14.8,fmol-n g-1 h-1
R43,Natalie s Creek,,"(39.228717, -96.65883333)",rivers,2004,ARA,benthos,0.04,,nfix_rate,2.1,fmol-n g-1 h-1
R43,Natalie s Creek,,"(39.228717, -96.65883333)",rivers,2004,ARA,benthos,0.04,,nfix_rate,2.3,fmol-n g-1 h-1
R43,Natalie s Creek,,"(39.228717, -96.65883333)",rivers,2004,ARA,benthos,0.04,,nfix_rate,5.6,fmol-n g-1 h-1
R43,Big Blue River Ditch,,"(39.185583, -96.55833333)",rivers,2004,ARA,benthos,0.04,,nfix_rate,2.3,fmol-n g-1 h-1
R43,Big Blue River Ditch,,"(39.185583, -96.55833333)",rivers,2004,ARA,benthos,0.04,,nfix_rate,2.6,fmol-n g-1 h-1
R43,Big Blue River Ditch,,"(39.185583, -96.55833333)",rivers,2004,ARA,benthos,0.04,,nfix_rate,3.0,fmol-n g-1 h-1
R43,Campus Creek,,"(39.228717, -96.65883333)",rivers,2003,ARA,benthos,0.04,,nfix_rate,1.9,fmol-n g-1 h-1
R43,Campus Creek,,"(39.228717, -96.65883333)",rivers,2003,ARA,benthos,0.04,,nfix_rate,1.5,fmol-n g-1 h-1
R43,Campus Creek,,"(39.228717, -96.65883333)",rivers,2003,ARA,benthos,0.04,,nfix_rate,1.5,fmol-n g-1 h-1
R43,Natalie s Creek,,"(39.228717, -96.65883333)",rivers,2004,ARA,benthos,,,nfix_rate,112.8,fmol-n g-1 h-1
R43,Natalie s Creek,,"(39.228717, -96.65883333)",rivers,2004,ARA,benthos,,,nfix_rate,82.8,fmol-n g-1 h-1
R43,Big Blue River Ditch,,"(39.185583, -96.55833333)",rivers,2004,ARA,benthos,,,nfix_rate,93.5,fmol-n g-1 h-1
R43,Big Blue River Ditch,,"(39.185583, -96.55833333)",rivers,2004,ARA,benthos,,,nfix_rate,62.7,fmol-n g-1 h-1
R43,Big Blue River Ditch,,"(39.185583, -96.55833333)",rivers,2004,ARA,benthos,,,nfix_rate,69.7,fmol-n g-1 h-1
R102,"Whangateau Harbour, New Zealand",,"(-36.3, 174.7666667)",salt marshes,1975-01,ARA,benthos,,,nfix_rate,24.7,umol-c2h4 m-2 h-1
R102,"Whangateau Harbour, New Zealand",,"(-36.3, 174.7666667)",salt marshes,1975-01,ARA,benthos,,,nfix_rate,4.5,umol-c2h4 m-2 h-1
R159,"Northern Wildlife Preserve, San Diego, California - Native habitat",,"(32.793056, -117.2166667)",salt marshes,2004-01,ARA,benthos,,,nfix_rate,29.0,umol-c2h4 m-2 h-1
R159,"Northern Wildlife Preserve, San Diego, California - Habitat with mussels",,"(32.793056, -117.2166667)",salt marshes,2004-01,ARA,benthos,,,nfix_rate,11.0,umol-c2h4 m-2 h-1
R159,"Tijuana Estuary, Imperial Beach, California - Native habitat",,"(32.566667, -117.1166667)",salt marshes,2004-01,ARA,benthos,,,nfix_rate,3.1,umol-c2h4 m-2 h-1
R159,"Tijuana Estuary, Imperial beach, California - Habitat with tamarisk shrubs",,"(32.566667, -117.1166667)",salt marshes,2004-01,ARA,benthos,,,nfix_rate,6.1,umol-c2h4 m-2 h-1
R124,Connector Marsh - sediment surface,,"(32.651482, -117.105304)",salt marshes,1988-02,ARA,benthos,0.01,,nfix_rate,14.98,nmol-c2h4 m-2 h-1
R124,Connector Marsh - sediment surface,,"(32.651482, -117.105304)",salt marshes,1988-04,ARA,benthos,0.01,,nfix_rate,42.62,nmol-c2h4 m-2 h-1
R124,Connector Marsh - sediment surface,,"(32.651482, -117.105304)",salt marshes,1988-07,ARA,benthos,0.01,,nfix_rate,45.42,nmol-c2h4 m-2 h-1
R124,Connector Marsh - sediment surface,,"(32.651482, -117.105304)",salt marshes,1988-09,ARA,benthos,0.01,,nfix_rate,34.68,nmol-c2h4 m-2 h-1
R124,Connector Marsh - sediment surface,,"(32.651482, -117.105304)",salt marshes,1989-02,ARA,benthos,0.01,,nfix_rate,24.54,nmol-c2h4 m-2 h-1
R124,North Bank - sediment surface,,"(32.653876, -117.10731)",salt marshes,1988-02,ARA,benthos,0.01,,nfix_rate,7.26,nmol-c2h4 m-2 h-1
R124,North Bank - sediment surface,,"(32.653876, -117.10731)",salt marshes,1988-04,ARA,benthos,0.01,,nfix_rate,15.56,nmol-c2h4 m-2 h-1
R124,North Bank - sediment surface,,"(32.653876, -117.10731)",salt marshes,1988-07,ARA,benthos,0.01,,nfix_rate,47.58,nmol-c2h4 m-2 h-1
R124,North Bank - sediment surface,,"(32.653876, -117.10731)",salt marshes,1988-09,ARA,benthos,0.01,,nfix_rate,46.53,nmol-c2h4 m-2 h-1
R124,North Bank - sediment surface,,"(32.653876, -117.10731)",salt marshes,1989-02,ARA,benthos,0.01,,nfix_rate,26.76,nmol-c2h4 m-2 h-1
R124,North Bank - sediment surface,,"(32.653876, -117.10731)",salt marshes,1989-03,ARA,benthos,0.01,,nfix_rate,19.53,nmol-c2h4 m-2 h-1
R124,Paradise Creek Marsh - sediment surface,,"(32.655999, -117.10834)",salt marshes,1988-02,ARA,benthos,0.01,,nfix_rate,33.03,nmol-c2h4 m-2 h-1
R124,Paradise Creek Marsh - sediment surface,,"(32.655999, -117.10834)",salt marshes,1988-04,ARA,benthos,0.01,,nfix_rate,118.93,nmol-c2h4 m-2 h-1
R124,Paradise Creek Marsh - sediment surface,,"(32.655999, -117.10834)",salt marshes,1988-07,ARA,benthos,0.01,,nfix_rate,70.25,nmol-c2h4 m-2 h-1
R124,Paradise Creek Marsh - sediment surface,,"(32.655999, -117.10834)",salt marshes,1988-09,ARA,benthos,0.01,,nfix_rate,33.99,nmol-c2h4 m-2 h-1
R124,Paradise Creek Marsh - sediment surface,,"(32.655999, -117.10834)",salt marshes,1989-02,ARA,benthos,0.01,,nfix_rate,61.48,nmol-c2h4 m-2 h-1
R124,Paradise Creek Marsh - sediment surface,,"(32.655999, -117.10834)",salt marshes,1989-03,ARA,benthos,0.01,,nfix_rate,24.67,nmol-c2h4 m-2 h-1
R124,Connector Marsh - rhizosphere,,"(32.651482, -117.105304)",salt marshes,1988-02,ARA,benthos,0.1,,nfix_rate,105.52,nmol-c2h4 m-2 h-1
R124,Connector Marsh - rhizosphere,,"(32.651482, -117.105304)",salt marshes,1988-04,ARA,benthos,0.1,,nfix_rate,96.24,nmol-c2h4 m-2 h-1
R124,Connector Marsh - rhizosphere,,"(32.651482, -117.105304)",salt marshes,1988-07,ARA,benthos,0.1,,nfix_rate,118.07,nmol-c2h4 m-2 h-1
R124,Connector Marsh - rhizosphere,,"(32.651482, -117.105304)",salt marshes,1988-09,ARA,benthos,0.1,,nfix_rate,251.73,nmol-c2h4 m-2 h-1
R124,North Bank - rhizosphere,,"(32.653876, -117.10731)",salt marshes,1987-12,ARA,benthos,0.1,,nfix_rate,2.96,nmol-c2h4 m-2 h-1
R124,North Bank - rhizosphere,,"(32.653876, -117.10731)",salt marshes,1988-02,ARA,benthos,0.1,,nfix_rate,44.33,nmol-c2h4 m-2 h-1
R124,North Bank - rhizosphere,,"(32.653876, -117.10731)",salt marshes,1988-04,ARA,benthos,0.1,,nfix_rate,77.03,nmol-c2h4 m-2 h-1
R124,North Bank - rhizosphere,,"(32.653876, -117.10731)",salt marshes,1988-07,ARA,benthos,0.1,,nfix_rate,223.76,nmol-c2h4 m-2 h-1
R124,North Bank - rhizosphere,,"(32.653876, -117.10731)",salt marshes,1988-09,ARA,benthos,0.1,,nfix_rate,251.76,nmol-c2h4 m-2 h-1
R124,Paradise Creek Marsh - rhizosphere,,"(32.655999, -117.10834)",salt marshes,1987-12,ARA,benthos,0.1,,nfix_rate,7.49,nmol-c2h4 m-2 h-1
R124,Paradise Creek Marsh - rhizosphere,,"(32.655999, -117.10834)",salt marshes,1988-02,ARA,benthos,0.1,,nfix_rate,104.29,nmol-c2h4 m-2 h-1
R124,Paradise Creek Marsh - rhizosphere,,"(32.655999, -117.10834)",salt marshes,1988-04,ARA,benthos,0.1,,nfix_rate,161.91,nmol-c2h4 m-2 h-1
R124,Paradise Creek Marsh - rhizosphere,,"(32.655999, -117.10834)",salt marshes,1988-07,ARA,benthos,0.1,,nfix_rate,177.42,nmol-c2h4 m-2 h-1
R124,Paradise Creek Marsh - rhizosphere,,"(32.655999, -117.10834)",salt marshes,1988-09,ARA,benthos,0.1,,nfix_rate,73.68,nmol-c2h4 m-2 h-1
R13,Virginia Coastal Reserve,,"(37.422715, -75.68776)",salt marshes,1994-07,ARA,benthos,,,nfix_rate,3.6,ng-n g-1 h-1
R13,Virginia Coastal Reserve,,"(37.422715, -75.68776)",salt marshes,1994-07,ARA,benthos,,,nfix_rate,7.5,ng-n g-1 h-1
R13,Virginia Coastal Reserve,,"(37.422715, -75.68776)",salt marshes,1994-07,ARA,benthos,,,nfix_rate,1.5,ng-n g-1 h-1
R13,Virginia Coastal Reserve,,"(37.422715, -75.68776)",salt marshes,1994-07,ARA,benthos,,,nfix_rate,0.5,ng-n g-1 h-1
R13,Virginia Coastal Reserve,,"(37.422715, -75.68776)",salt marshes,1994-05,ARA,benthos,,,nfix_rate,4.1,ng-n g-1 h-1
R13,Virginia Coastal Reserve,,"(37.422715, -75.68776)",salt marshes,1994-05,ARA,benthos,,,nfix_rate,6.5,ng-n g-1 h-1
R13,Virginia Coastal Reserve,,"(37.422715, -75.68776)",salt marshes,1994-05,ARA,benthos,,,nfix_rate,0.7,ng-n g-1 h-1
R13,Virginia Coastal Reserve,,"(37.422715, -75.68776)",salt marshes,1994-02,ARA,benthos,,,nfix_rate,1.4,ng-n g-1 h-1
R13,Virginia Coastal Reserve,,"(37.422715, -75.68776)",salt marshes,1994-02,ARA,benthos,,,nfix_rate,0.3,ng-n g-1 h-1
R13,Virginia Coastal Reserve,,"(37.422715, -75.68776)",salt marshes,1994-10,ARA,benthos,,,nfix_rate,2.7,ng-n g-1 h-1
R13,Virginia Coastal Reserve,,"(37.422715, -75.68776)",salt marshes,1994-10,ARA,benthos,,,nfix_rate,0.6,ng-n g-1 h-1
R156,Groote Eylandt open bay,,"(-13.789127, 136.567)",salt marshes,1987-02,ARA,benthos,0.12,,nfix_rate,33.0,mg-n m-2 d-1
R156,Groote Eylandt open bay,,"(-13.789127, 136.567)",salt marshes,1987-02,ARA,benthos,0.12,,nfix_rate,41.0,mg-n m-2 d-1
R171,Bay of Arcachon,,"(44.697128, -1.167539)",salt marshes,1997-06-25,ARA,benthos,0.12,,nfix_rate,0.087,nmol-n cm-3 h-1
R102,"Whangateau Harbour, New Zealand",,"(-36.3, 174.7666667)",seagrasses,1975-01,ARA,benthos,,,nfix_rate,15.2,umol-c2h4 m-2 h-1
R102,"Whangateau Harbour, New Zealand",,"(-36.3, 174.7666667)",seagrasses,1975-01,ARA,benthos,,,nfix_rate,2.9,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,26.9,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,9.0,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,6.4,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,5.0,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,2.6,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,1.8,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,9.9,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,8.6,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,6.7,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,4.8,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,0.0,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,1.6,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,2.2,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,2.2,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1986-05,ARA,benthos,,,nfix_rate,0.0,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,46.0,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,22.0,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,17.5,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,13.6,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,12.1,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,24.0,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,18.4,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,17.5,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,13.3,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,9.8,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,0.0,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,2.1,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,2.9,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,4.9,umol-c2h4 m-2 h-1
R172,"Moreton bay, Australia",,"(-27.633333, 153.4166667)",seagrasses,1987-02,ARA,benthos,,,nfix_rate,4.0,umol-c2h4 m-2 h-1
