document_id,gt_row_index,name,attribute,value,units,page_number,page_confidence,corrected_page
prairie_wetland,400,tataryn2,max_depth,1.2,m,"4, 6",ambiguous,
classification_trees,28,ckrv,max_depth,0.7,m,"4, 5",ambiguous,
biodiversity_of_constructed,552,dn3-c,surface_area,0.75,ha,"4, 5, 6, 7, 8",ambiguous,
greenhouse_gas_emission,171,lake jacques,max_depth,1.9,m,"2, 4, 6",ambiguous,
monitoring_status,320,gaglham,max_depth,65.0,cm,"3, 4, 7, 8",ambiguous,
aquatic_insect_assemblages,1,p1,max_depth,1.0,m,"4, 5, 7",ambiguous,
monitoring_status,323,hallein,max_depth,65.0,cm,"3, 4, 5, 7",ambiguous,
monitoring_status,313,annaberg,max_depth,65.0,cm,"3, 4, 7, 8",ambiguous,
conservation_of_pond,80,pool2,max_depth,28.6,cm,"3, 6",ambiguous,
macroinvertebrate_size,299,p-pg,max_depth,32.0,cm,"3, 4, 10",ambiguous,
measuring_the_trophic,306,p7,max_depth,1.0,m,"4, 6, 7, 9, 10",ambiguous,
monitoring_status,325,irlach,max_depth,65.0,cm,"3, 4, 5, 7",ambiguous,
monitoring_status,326,koppl,max_depth,65.0,cm,"3, 4, 7",ambiguous,
re-establishment_of_zooplankton,415,o1,max_depth,38.0,cm,"3, 4",ambiguous,
biodiversity_of_constructed,560,hs2-5,surface_area,0.65,ha,"4, 5, 6, 8",ambiguous,
monitoring_status,329,loidferding,max_depth,65.0,cm,"3, 4, 5, 7",ambiguous,
monitoring_status,330,marywies,max_depth,65.0,cm,"3, 4, 5, 7",ambiguous,
monitoring_status,331,mayerlehen,max_depth,65.0,cm,"3, 4, 5, 7",ambiguous,
environmental_conditions,140,karst17,max_depth,1.0,m,"2, 3, 5",ambiguous,
conservation_of_pond,79,pool14,max_depth,53.4,cm,"3, 6",ambiguous,
monitoring_status,332,moosham,max_depth,65.0,cm,"3, 4, 5, 7, 8",ambiguous,
conservation_of_pond,81,pool3,max_depth,27.0,cm,"3, 6",ambiguous,
biodiversity_of_constructed,558,hs2-3,surface_area,0.55,ha,"4, 5, 6",ambiguous,
measuring_the_trophic,300,p1,max_depth,1.0,m,"4, 6, 7, 9, 10",ambiguous,
conservation_of_pond,84,pool7,max_depth,26.0,cm,"3, 6, 12",ambiguous,
monitoring_status,315,burmoos,max_depth,65.0,cm,"3, 4, 5, 7",ambiguous,
conservation_of_pond,82,pool4,max_depth,32.8,cm,"3, 6",ambiguous,
monitoring_status,316,freimoos1,max_depth,65.0,cm,"3, 4, 7",ambiguous,
macroinvertebrate_size,294,dm-dl2,max_depth,90.0,cm,"2, 3, 6, 11",ambiguous,
measuring_the_trophic,302,p3,max_depth,1.0,m,"4, 6, 7, 9, 10",ambiguous,
impact_of_macrophytes,235,rk15,max_depth,1.0,m,"5, 12",ambiguous,
regulation_of_zooplankton,421,swan lake,max_depth,8.8,m,"2, 3, 4, 8, 9, 10, 11, 12, 13, 14",ambiguous,
monitoring_status,314,berndorf,max_depth,65.0,cm,"3, 4, 5, 7",ambiguous,
biodiversity_of_constructed,559,hs2-4,surface_area,0.6,ha,"4, 6",ambiguous,
measuring_the_trophic,305,p6,max_depth,1.0,m,"4, 6, 7, 9, 10",ambiguous,
aquatic_insect_assemblages,3,p3,max_depth,5.0,m,"4, 7",ambiguous,
prairie_wetland,401,toderian,max_depth,1.0,m,"4, 6, 7",ambiguous,
aquatic_insect_assemblages,2,p2,max_depth,1.0,m,"4, 5, 7",ambiguous,
habitat_characteristics,173,aqp,max_depth,1.0,m,"6, 12",ambiguous,
measuring_the_trophic,303,p4,max_depth,0.7,m,"4, 7",ambiguous,
monitoring_status,333,neuhofen,max_depth,65.0,cm,"3, 4, 5, 7",ambiguous,
aquatic_insect_assemblages,4,p4,max_depth,1.0,m,"4, 5, 7",ambiguous,
biodiversity_of_constructed,553,dn3-d,surface_area,0.26,ha,"6, 8",ambiguous,
conservation_of_pond,78,pool12,max_depth,24.7,cm,"3, 6",ambiguous,
some_observations_on_internal,448,154,max_depth,4.65,m,"3, 4, 20",ambiguous,
some_observations_on_internal,449,255,max_depth,2.65,m,"3, 4, 10, 12, 20",ambiguous,
conservation_of_pond,76,pool10,max_depth,16.2,cm,"3, 6",ambiguous,
sediment_desiccation,442,honda,max_depth,3.16,m,"1, 2, 3, 4, 6",ambiguous,
monitoring_status,335,sam,max_depth,65.0,cm,"3, 5, 8",ambiguous,
biodiversity_of_constructed,554,dn4,surface_area,1.5,ha,"5, 6",ambiguous,
some_observations_on_internal,450,302,max_depth,4.9,m,"3, 4, 19, 20, 21",ambiguous,
some_observations_on_internal,451,885,max_depth,2.7,m,"3, 4, 6, 10, 12",ambiguous,
monitoring_status,342,weitwortha1,max_depth,65.0,cm,"3, 4, 7",ambiguous,
sediment_desiccation,441,hituelo,max_depth,2.64,m,"2, 4",ambiguous,
seasonal_succession_of_epipelic,440,bezednk pond,max_depth,2.0,m,"1, 4, 5",ambiguous,
biodiversity_of_constructed,556,hs2-1,surface_area,0.1,ha,"6, 8",ambiguous,
biodiversity_of_constructed,557,hs2-2,surface_area,0.6,ha,"4, 6",ambiguous,
conservation_of_pond,77,pool11,max_depth,13.3,cm,"3, 6",ambiguous,
ocena_jakosci,510,zbiornik5,max_depth,3.3,m,"2, 9",ambiguous,
relative_contribution,432,mancas,max_depth,8.0,m,"4, 9",ambiguous,
ocena_jakosci,509,zbiornik4,max_depth,3.4,m,"2, 9",ambiguous,
monitoring_status,341,unterkoppl,max_depth,65.0,cm,"3, 4, 7",ambiguous,
seasonal_and_diurnal,438,,max_depth,3.5,m,"2, 7",ambiguous,
monitoring_status,336,seekirchen,max_depth,65.0,cm,"3, 4, 7",ambiguous,
monitoring_status,337,siggerwiesen,max_depth,65.0,cm,"3, 4, 5, 7",ambiguous,
prairie_wetland,402,toderian,max_depth,1.1,m,"4, 6",ambiguous,
conservation_of_pond,83,pool6,max_depth,31.0,cm,"3, 7",ambiguous,
prairie_wetland,403,wilk,max_depth,0.8,m,"4, 6, 7",ambiguous,
monitoring_status,339,strobl,max_depth,65.0,cm,"3, 4, 5, 7",ambiguous,
prairie_wetland,404,wilk,max_depth,1.0,m,"4, 6, 7",ambiguous,
strength_of_phytoplankton,1362,wtm1,surface_area,29700.0,m^2,5,medium,
macroinvertebrate_size,1005,cp-vo,surface_area,10000.0,m^2,3,medium,
vegetation-environmental,1458,nov trbsk pleso,surface_area,18635.0,m^2,4,medium,
methane_emissions_in_two,1023,bigus lake,surface_area,0.0015,km^2,3,medium,
vegetation-environmental,1455,mlynceky1,surface_area,21318.0,m^2,4,medium,
vegetation-environmental,1456,mlynceky2,surface_area,20209.0,m^2,4,medium,
macroinvertebrate_size,1002,cp-pr,surface_area,10000.0,m^2,3,medium,
relative_contribution,2442,sotillo,tn,0.5,mg/L,4,high,
relative_contribution,2435,la yega,tn,0.4,mg/L,4,high,
relative_contribution,2441,roya pequena,tn,1.1,mg/L,4,high,
water_temperature_dynamics,2465,6,tn,1200.0,µg/L,6,high,
relative_contribution,2434,el payon,tn,0.5,mg/L,4,high,
physical_and_chemical_limnological,2372,bab,tn,394.1,µg/L,7,high,
relative_contribution,2433,el cuadro,tn,0.3,mg/L,4,high,
relative_contribution,2439,pedrina,tn,1.9,mg/L,4,high,
relative_contribution,2438,mancas,tn,0.3,mg/L,4,high,
relative_contribution,2436,lacillo,tn,0.8,mg/L,4,high,
relative_contribution,2437,los peces,tn,1.2,mg/L,4,high,
relative_contribution,2440,roya grande,tn,0.6,mg/L,4,high,
water_temperature_dynamics,2466,7,tn,1006.0,µg/L,6,high,
the_legacy_of_large,2456,skunk,tn,1.67,mg/L,4,high,
sediment_desiccation,2443,hituelo,tn,0.69,mg/L,2,high,
the_legacy_of_large,2455,pisa,tn,1.36,mg/L,4,high,
the_potential_of_the_zooplankton,2457,carioca lake,tn,388.7,µg/L,3,high,
physical_and_chemical_limnological,2373,bac,tn,600.2,µg/L,7,high,
the_potential_of_the_zooplankton,2458,coutos,tn,453.2,µg/L,3,high,
the_legacy_of_large,2454,org,tn,1.84,mg/L,4,high,
physical_and_chemical_limnological,2374,bad,tn,742.8,µg/L,7,high,
the_legacy_of_large,2452,mavis west,tn,4.81,mg/L,4,high,
the_legacy_of_large,2451,leverson,tn,4.48,mg/L,4,high,
the_legacy_of_large,2450,frolund,tn,4.96,mg/L,4,high,
the_potential_of_the_zooplankton,2459,seca,tn,276.2,µg/L,3,high,
water_temperature_dynamics,2460,1,tn,1672.0,µg/L,6,high,
physical_and_chemical_limnological,2375,bae,tn,350.1,µg/L,7,high,
the_legacy_of_large,2449,blakesley,tn,1.41,mg/L,4,high,
water_temperature_dynamics,2461,2,tn,3613.0,µg/L,6,high,
the_legacy_of_large,2448,bellevue,tn,3.21,mg/L,4,high,
sediment_organic_carbon_distribution,2447,worth county,tn,1240.0,µg/L,4,high,
water_temperature_dynamics,2462,3,tn,935.0,µg/L,6,high,
sediment_organic_carbon_distribution,2446,lick creek,tn,655.0,µg/L,4,high,
sediment_organic_carbon_distribution,2445,jamesport,tn,2150.0,µg/L,4,high,
gas_transfer,168,ch,max_depth,96.0,cm,3,high,
water_temperature_dynamics,2463,4,tn,765.0,µg/L,6,high,
water_temperature_dynamics,2464,5,tn,949.0,µg/L,6,high,
the_legacy_of_large,2453,morrison,tn,2.92,mg/L,4,high,
re-establishment_of_zooplankton,2419,i1,tn,1.1,mg/L,4,high,
relative_contribution,2431,castromil,tn,0.9,mg/L,4,high,
physical_and_chemical_limnological,2391,bi,tn,416.0,µg/L,7,high,
production_of_fish,2414,horkkajarvi,tn,973.0,µg/L,6,high,
physical_and_chemical_limnological,2392,bj,tn,709.8,µg/L,7,high,
production_of_fish,2413,haukilampi,tn,580.0,µg/L,6,high,
physical_and_chemical_limnological,2393,bk,tn,740.7,µg/L,7,high,
physical_and_chemical_limnological,2394,bl,tn,344.6,µg/L,7,high,
physical_and_chemical_limnological,2395,bm,tn,472.9,µg/L,7,high,
physical_and_chemical_limnological,2396,bn,tn,416.0,µg/L,7,high,
physical_and_chemical_limnological,2397,bo,tn,305.5,µg/L,7,high,
physical_and_chemical_limnological,2398,bp,tn,869.2,µg/L,7,high,
production_of_fish,2412,botjarn,tn,400.0,µg/L,6,high,
physical_and_chemical_limnological,2389,bg,tn,357.7,µg/L,7,high,
production_of_fish,2411,alinen mustajarvi,tn,1545.0,µg/L,6,high,
gas_transfer,169,rh,max_depth,99.0,cm,3,high,
physical_and_chemical_limnological,2400,br,tn,763.9,µg/L,7,high,
physical_and_chemical_limnological,2401,bs,tn,247.6,µg/L,7,high,
gas_transfer,170,westford,max_depth,74.0,cm,3,high,
physical_and_chemical_limnological,2408,bz,tn,641.9,µg/L,7,high,
physical_and_chemical_limnological,2407,by,tn,512.4,µg/L,7,high,
physical_and_chemical_limnological,2402,bt,tn,291.9,µg/L,7,high,
physical_and_chemical_limnological,2403,bu,tn,932.9,µg/L,7,high,
physical_and_chemical_limnological,2404,bv,tn,883.8,µg/L,7,high,
physical_and_chemical_limnological,2405,bw,tn,1065.2,µg/L,7,high,
physical_and_chemical_limnological,2406,bx,tn,783.0,µg/L,7,high,
physical_and_chemical_limnological,2399,bq,tn,715.0,µg/L,7,high,
physical_and_chemical_limnological,2388,bf,tn,323.6,µg/L,7,high,
production_of_fish,2415,iso-mustajarvi,tn,290.0,µg/L,6,high,
physical_and_chemical_limnological,2387,be,tn,1015.7,µg/L,7,high,
physical_and_chemical_limnological,2376,baf,tn,434.1,µg/L,7,high,
physical_and_chemical_limnological,2377,bag,tn,327.6,µg/L,7,high,
relative_contribution,2430,camposagrado ii,tn,0.5,mg/L,4,high,
relative_contribution,2429,camposagrado i,tn,0.6,mg/L,4,high,
physical_and_chemical_limnological,2378,bah,tn,576.0,µg/L,7,high,
physical_and_chemical_limnological,2379,bai,tn,600.2,µg/L,7,high,
relative_contribution,2428,aguas cernidas,tn,0.8,mg/L,4,high,
physical_and_chemical_limnological,2380,baj,tn,910.2,µg/L,7,high,
re-establishment_of_zooplankton,2427,r3,tn,1.1,mg/L,4,high,
re-establishment_of_zooplankton,2426,r2,tn,1.2,mg/L,4,high,
physical_and_chemical_limnological,2381,bak,tn,409.5,µg/L,7,high,
physical_and_chemical_limnological,2382,bal,tn,738.6,µg/L,7,high,
re-establishment_of_zooplankton,2425,r1,tn,1.1,mg/L,4,high,
re-establishment_of_zooplankton,2424,o3,tn,1.5,mg/L,4,high,
re-establishment_of_zooplankton,2423,o2,tn,1.3,mg/L,4,high,
physical_and_chemical_limnological,2383,bam,tn,375.2,µg/L,7,high,
re-establishment_of_zooplankton,2422,o1,tn,1.2,mg/L,4,high,
re-establishment_of_zooplankton,2421,i3,tn,1.1,mg/L,4,high,
re-establishment_of_zooplankton,2420,i2,tn,1.1,mg/L,4,high,
production_of_fish,2418,vitalampa,tn,425.0,µg/L,6,high,
physical_and_chemical_limnological,2384,ban,tn,567.8,µg/L,7,high,
physical_and_chemical_limnological,2385,bc,tn,420.5,µg/L,7,high,
production_of_fish,2417,tatsu-numa,tn,400.0,µg/L,6,high,
physical_and_chemical_limnological,2386,bd,tn,986.6,µg/L,7,high,
production_of_fish,2416,karhujarvi,tn,582.0,µg/L,6,high,
relative_contribution,2432,clara pequena,tn,1.4,mg/L,4,high,
water_temperature_dynamics,2467,8,tn,805.0,µg/L,6,high,
classification_trees,2514,mlkl,tp,0.377,mg/L,4,high,
gas_transfer,167,brookside,max_depth,72.0,cm,3,high,
cryptic_trophic_cascade,2570,turkey marsh,tp,39.5,µg/L,3,high,
determinants_of_biodiversity,2571,aguada,tp,43.0,µg/L,6,high,
determinants_of_biodiversity,2572,barro,tp,32.8,µg/L,6,high,
determinants_of_biodiversity,2573,chaparral,tp,47.2,µg/L,6,high,
determinants_of_biodiversity,2574,chica,tp,90.5,µg/L,6,high,
determinants_of_biodiversity,2575,clotilde,tp,27.7,µg/L,6,high,
determinants_of_biodiversity,2576,escondida,tp,24.2,µg/L,6,high,
determinants_of_biodiversity,2577,garcia,tp,29.8,µg/L,6,high,
determinants_of_biodiversity,2578,mansa,tp,184.2,µg/L,6,high,
determinants_of_biodiversity,2579,moros,tp,28.7,µg/L,6,high,
determinants_of_biodiversity,2580,nueva,tp,60.9,µg/L,6,high,
determinants_of_biodiversity,2581,pajarera,tp,179.8,µg/L,6,high,
determinants_of_biodiversity,2582,ponderosa,tp,86.5,µg/L,6,high,
determinants_of_biodiversity,2583,redonda,tp,23.9,µg/L,6,high,
determinants_of_biodiversity,2584,techera,tp,37.9,µg/L,6,high,
cryptic_trophic_cascade,2569,three lakes 3,tp,11.5,µg/L,3,high,
cryptic_trophic_cascade,2568,shaw,tp,7.1,µg/L,3,high,
cryptic_trophic_cascade,2567,pond 15,tp,11.8,µg/L,3,high,
cryptic_trophic_cascade,2566,lux arbor 8,tp,34.8,µg/L,3,high,
conservation_of_pond,2550,pool2,tp,1014.2,µg/L,16,high,
conservation_of_pond,2551,pool3,tp,172.2,µg/L,6,high,
conservation_of_pond,2552,pool4,tp,101.7,µg/L,6,high,
conservation_of_pond,2553,pool6,tp,389.3,µg/L,6,high,
conservation_of_pond,2554,pool7,tp,625.1,µg/L,6,high,
constructed_treatment_wetlands,2555,kaituna,tp,208.0,mg/m^3,4,high,
constructed_treatment_wetlands,2556,komakorau,tp,200.0,mg/m^3,4,high,
diversity_of_macroinvertebrates,2585,JEL1,tp,0.1,mg/L,4,high,
constructed_treatment_wetlands,2557,koromatua,tp,938.0,mg/m^3,4,high,
cryptic_trophic_cascade,2559,douglas,tp,14.7,µg/L,3,high,
cryptic_trophic_cascade,2560,duck,tp,19.2,µg/L,3,high,
cryptic_trophic_cascade,2561,fine,tp,12.8,µg/L,3,high,
cryptic_trophic_cascade,2562,head,tp,6.6,µg/L,3,high,
cryptic_trophic_cascade,2563,long swale,tp,142.6,µg/L,3,high,
cryptic_trophic_cascade,2564,lower crooked,tp,15.4,µg/L,3,high,
cryptic_trophic_cascade,2565,lux arbor 26,tp,47.7,µg/L,3,high,
constructed_treatment_wetlands,2558,serpentine north,tp,48.0,mg/m^3,4,high,
diversity_of_macroinvertebrates,2586,JEL2,tp,0.04,mg/L,4,high,
diversity_of_macroinvertebrates,2587,KR1,tp,0.42,mg/L,4,high,
diversity_of_macroinvertebrates,2588,KR2,tp,0.3,mg/L,4,high,
dry_habitats_sustain,2609,verda d'algaiarens,tp,0.05,mg/L,2,high,
fish_production_correlated,2610,alinen mustajarvi,tp,39.3,µg/L,3,high,
fish_production_correlated,2611,botjarn,tp,13.5,µg/L,3,high,
fish_production_correlated,2612,horkkajarvi,tp,114.5,µg/L,3,high,
fish_production_correlated,2613,little turkey,tp,5.6,µg/L,3,high,
fish_production_correlated,2614,nakuru,tp,9850.0,µg/L,3,high,
fish_production_correlated,2615,ovre heimdalsvatn,tp,14.7,µg/L,3,high,
dry_habitats_sustain,2608,torrellafuda,tp,1.36,mg/L,2,high,
fish_production_correlated,2616,vitalampa,tp,16.5,µg/L,3,high,
environmental_conditions,150,karst26,max_depth,0.9,m,3,high,
impact_of_macrophytes,2619,hoef,tp,0.124,mg/L,5,high,
impact_of_macrophytes,2620,m1gr,tp,0.205,mg/L,5,high,
impact_of_macrophytes,2621,m1k1,tp,0.357,mg/L,5,high,
impact_of_macrophytes,2622,malu,tp,0.235,mg/L,5,high,
impact_of_macrophytes,2623,rk12,tp,0.167,mg/L,5,high,
impact_of_macrophytes,2624,rk13,tp,0.16,mg/L,5,high,
environmental_conditions,151,karst27,max_depth,0.3,m,3,high,
conservation_of_pond,2549,pool14,tp,351.0,µg/L,6,high,
environmental_conditions,152,karst28,max_depth,1.3,m,3,high,
dry_habitats_sustain,2605,marina curniola,tp,0.04,mg/L,2,high,
diversity_of_macroinvertebrates,2589,KR3,tp,0.09,mg/L,4,high,
diversity_of_macroinvertebrates,2590,MEN1,tp,1.05,mg/L,4,high,
diversity_of_macroinvertebrates,2591,MEN2,tp,0.14,mg/L,4,high,
diversity_of_macroinvertebrates,2592,MEN3,tp,0.22,mg/L,4,high,
diversity_of_macroinvertebrates,2593,MEN4,tp,0.68,mg/L,4,high,
diversity_of_macroinvertebrates,2594,POK1,tp,0.2,mg/L,4,high,
diversity_of_macroinvertebrates,2595,POK2,tp,0.28,mg/L,4,high,
dry_habitats_sustain,2606,sa mesquida,tp,0.02,mg/L,2,high,
diversity_of_macroinvertebrates,2596,RAT1,tp,0.19,mg/L,4,high,
diversity_of_macroinvertebrates,2598,VP1,tp,0.07,mg/L,4,high,
diversity_of_macroinvertebrates,2599,VP2,tp,0.22,mg/L,4,high,
diversity_of_macroinvertebrates,2600,VP3,tp,0.2,mg/L,4,high,
dry_habitats_sustain,2601,armaris,tp,0.04,mg/L,2,high,
dry_habitats_sustain,2602,cap negre,tp,0.05,mg/L,2,high,
dry_habitats_sustain,2603,curniola,tp,0.41,mg/L,2,high,
dry_habitats_sustain,2604,mal lloc,tp,0.43,mg/L,2,high,
diversity_of_macroinvertebrates,2597,RAT2,tp,0.13,mg/L,4,high,
water_temperature_dynamics,2468,9,tn,1903.0,µg/L,6,high,
environmental_conditions,153,karst3,max_depth,0.3,m,3,high,
conservation_of_pond,2546,pool10,tp,658.8,µg/L,6,high,
exceptional_summer,160,evv lower lake,max_depth,4.5,m,3,high,
biodiversity_of_constructed,2492,hs2-3,tp,1.14,mg/L,4,high,
biodiversity_of_constructed,2493,hs2-4,tp,0.95,mg/L,4,high,
biodiversity_of_constructed,2494,hs2-5,tp,0.82,mg/L,4,high,
carbon_pools_and_fluxes,2495,valkea-kotinen,tp,17.7,mg/m^3,3,high,
classification_trees,2496,3fnt,tp,1.001,mg/L,4,high,
classification_trees,2497,bcmb,tp,0.389,mg/L,4,high,
classification_trees,2498,beml,tp,0.357,mg/L,4,high,
classification_trees,2499,blkd,tp,0.343,mg/L,4,high,
classification_trees,2500,botn,tp,0.317,mg/L,4,high,
environmental_conditions,159,karst9,max_depth,1.3,m,3,high,
classification_trees,2502,ckrv,tp,0.635,mg/L,4,high,
classification_trees,2503,dens,tp,0.242,mg/L,4,high,
classification_trees,2504,esec,tp,0.237,mg/L,4,high,
classification_trees,2505,hoef,tp,0.092,mg/L,4,high,
exceptional_summer,161,evv upper lake,max_depth,5.5,m,3,high,
exceptional_summer,163,south twin lake,max_depth,5.5,m,3,high,
biodiversity_of_constructed,2487,dn3-d,tp,0.31,mg/L,4,high,
exceptional_summer,164,teardrop lake,max_depth,5.25,m,3,high,
fish_preference,166,csombrdi,max_depth,1.5,m,5,high,
zooplankton_body,2471,castillo,tn,1.1,mg/L,5,high,
zooplankton_body,2472,hituelo,tn,0.7,mg/L,5,high,
zooplankton_body,2473,orcera,tn,1.1,mg/L,5,high,
first_record_of_the,165,coutos lake,max_depth,1.5,m,2,high,
zooplankton_body,2475,santisteban,tn,1.6,mg/L,5,high,
aquatic_insect_assemblages,2476,p1,tp,0.06,mg/L,4,high,
classification_trees,2506,hrt1,tp,0.298,mg/L,4,high,
aquatic_insect_assemblages,2477,p2,tp,0.12,mg/L,4,high,
aquatic_insect_assemblages,2479,p4,tp,0.19,mg/L,4,high,
assessment_of_methane,2480,grosse fuchskuhle ne,tp,27.0,µg/L,4,high,
assessment_of_methane,2481,grosse fuchskuhle sw,tp,63.0,µg/L,4,high,
biodiversity_of_constructed,2482,dn1,tp,1.08,mg/L,4,high,
biodiversity_of_constructed,2483,dn2,tp,0.73,mg/L,4,high,
biodiversity_of_constructed,2484,dn3-a,tp,0.69,mg/L,4,high,
biodiversity_of_constructed,2485,dn3-b,tp,0.63,mg/L,4,high,
aquatic_insect_assemblages,2478,p3,tp,0.04,mg/L,4,high,
classification_trees,2507,hrt1,tp,0.233,mg/L,4,high,
environmental_conditions,158,karst8,max_depth,0.2,m,3,high,
classification_trees,2509,ixp2,tp,0.306,mg/L,4,high,
classification_trees,2530,silx,tp,0.175,mg/L,5,high,
classification_trees,2531,tenr,tp,0.209,mg/L,5,high,
classification_trees,2532,trbr,tp,0.344,mg/L,5,high,
classification_trees,2533,trcg,tp,0.336,mg/L,5,high,
classification_trees,2534,trln,tp,0.452,mg/L,5,high,
classification_trees,2535,trsg,tp,0.213,mg/L,5,high,
environmental_conditions,157,karst7,max_depth,0.8,m,3,high,
classification_trees,2529,sclm,tp,0.508,mg/L,5,high,
classification_trees,2537,vbk1,tp,0.159,mg/L,5,high,
classification_trees,2539,vkn1,tp,0.156,mg/L,5,high,
classification_trees,2540,vkn2,tp,0.201,mg/L,5,high,
classification_trees,2541,wpk1,tp,0.176,mg/L,5,high,
environmental_conditions,156,karst6,max_depth,0.4,m,3,high,
classification_trees,2543,wtml,tp,0.161,mg/L,5,high,
environmental_conditions,155,karst5,max_depth,3.3,m,3,high,
environmental_conditions,154,karst4,max_depth,1.2,m,3,high,
classification_trees,2538,vbk2,tp,0.17,mg/L,5,high,
conservation_of_pond,2547,pool11,tp,407.9,µg/L,6,high,
classification_trees,2528,sbsk,tp,0.267,mg/L,5,high,
classification_trees,2526,rkl4,tp,0.097,mg/L,4,high,
classification_trees,2510,leyb-a,tp,0.765,mg/L,4,high,
classification_trees,2511,leyb-b,tp,0.359,mg/L,4,high,
classification_trees,2512,malu,tp,0.236,mg/L,4,high,
classification_trees,2513,mlgr,tp,0.212,mg/L,4,high,
physical_and_chemical_limnological,2371,baa,tn,427.5,µg/L,7,high,
classification_trees,2515,mrcn,tp,0.448,mg/L,4,high,
classification_trees,2516,nrpd1,tp,1.312,mg/L,4,high,
classification_trees,2527,rkl5,tp,0.19,mg/L,5,high,
classification_trees,2517,nrpd2,tp,0.752,mg/L,4,high,
classification_trees,2519,pchr,tp,0.263,mg/L,4,high,
classification_trees,2520,plbs,tp,0.262,mg/L,4,high,
classification_trees,2521,prb1,tp,0.627,mg/L,4,high,
classification_trees,2522,prb2,tp,0.355,mg/L,4,high,
classification_trees,2523,prm2,tp,0.712,mg/L,4,high,
classification_trees,2524,rkl2,tp,0.137,mg/L,4,high,
classification_trees,2525,rkl3,tp,0.134,mg/L,4,high,
classification_trees,2518,nrpd4,tp,0.566,mg/L,4,high,
net_heterotrophy,2370,teglgardsso,tn,954.0,µg/L,3,high,
carbon_dioxide_efflux,561,bassa verda,surface_area,208.0,m^2,3,high,
net_heterotrophy,2368,store funkedam,tn,577.0,µg/L,3,high,
relative_contribution,2132,camposagrado i,ph,5.98,,4,high,
relative_contribution,2133,camposagrado ii,ph,6.56,,4,high,
relative_contribution,2134,castromil,ph,6.22,,4,high,
relative_contribution,2135,clara pequena,ph,5.19,,4,high,
relative_contribution,2136,el cuadro,ph,6.6,,4,high,
relative_contribution,2137,el payon,ph,6.72,,4,high,
relative_contribution,2138,la yega,ph,6.74,,4,high,
relative_contribution,2139,lacillo,ph,6.63,,4,high,
relative_contribution,2140,los peces,ph,7.35,,4,high,
relative_contribution,2141,mancas,ph,7.11,,4,high,
relative_contribution,2142,pedrina,ph,6.24,,4,high,
relative_contribution,2143,pies juntos,ph,6.37,,4,high,
relative_contribution,2144,roya grande,ph,6.7,,4,high,
relative_contribution,2145,roya pequena,ph,6.33,,4,high,
relative_contribution,2146,sotillo,ph,7.1,,4,high,
high_primary,203,ecologicalstationofserid reservoir,max_depth,4.0,m,10,high,
sediment_desiccation,2148,hituelo,ph,8.08,,2,high,
relative_contribution,2131,aguas cernidas,ph,6.92,,4,high,
regulation_of_zooplankton,2130,swan lake,ph,5.0,,4,high,
re-establishment_of_zooplankton,2129,r3,ph,8.6,,4,high,
re-establishment_of_zooplankton,2128,r2,ph,8.9,,4,high,
production_of_fish,2110,alinen mustajarvi,ph,5.8,,6,high,
high_rates_and_close,207,lake 3 (june 2015),max_depth,9.0,cm,4,high,
high_rates_and_close,206,lake 2 (june 2016),max_depth,25.0,cm,4,high,
production_of_fish,2113,horkkajarvi,ph,5.7,,6,high,
high_rates_and_close,205,lake 1 (june 2016),max_depth,38.0,cm,4,high,
production_of_fish,2115,karhujarvi,ph,4.4,,6,high,
high_rates_and_close,204,lake 1 (june 2015),max_depth,31.0,cm,4,high,
production_of_fish,2117,small spectacles,ph,8.6,,6,high,
sediment_desiccation,2149,honda,ph,8.39,,2,high,
production_of_fish,2118,tatsu-numa,ph,6.2,,6,high,
production_of_fish,2120,wyland,ph,8.5,,6,high,
re-establishment_of_zooplankton,2121,i1,ph,8.3,,4,high,
re-establishment_of_zooplankton,2122,i2,ph,8.7,,4,high,
re-establishment_of_zooplankton,2123,i3,ph,8.5,,4,high,
re-establishment_of_zooplankton,2124,o1,ph,7.8,,4,high,
re-establishment_of_zooplankton,2125,o2,ph,8.1,,4,high,
re-establishment_of_zooplankton,2126,o3,ph,7.6,,4,high,
re-establishment_of_zooplankton,2127,r1,ph,8.7,,4,high,
production_of_fish,2119,vitalampa,ph,5.7,,6,high,
high_rates_and_close,208,lake 3 (june 2016),max_depth,17.0,cm,4,high,
habitat_characteristics,202,ter,max_depth,7.5,m,6,high,
habitat_characteristics,201,sev,max_depth,1.9,m,6,high,
habitat_characteristics,193,pra,max_depth,1.2,m,6,high,
habitat_characteristics,192,pet,max_depth,3.3,m,6,high,
habitat_characteristics,191,pbb,max_depth,0.7,m,6,high,
habitat_characteristics,190,pas,max_depth,2.65,m,6,high,
the_potential_of_the_zooplankton,2179,coutos,ph,6.6,,3,high,
the_potential_of_the_zooplankton,2180,seca,ph,5.4,,3,high,
trophic_status_and_threats,2181,zinav lake,ph,8.4,,2,high,
value_of_artificial,2182,1st meerlust pond,ph,9.15,,4,high,
value_of_artificial,2183,1st nietvoorbij pond,ph,7.8,,4,high,
value_of_artificial,2184,1st protea hotel pond,ph,6.29,,4,high,
value_of_artificial,2185,1st vergelegen pond,ph,7.33,,4,high,
value_of_artificial,2186,2nd meerlust pond,ph,8.45,,4,high,
