author,title,name,location,ecosystem,date,state,attribute,value
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,glen major,ontario; canada,pond or small lake,,,surface_area,32374.88
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,southside c. club,illinois; usa,pond or small lake,,,surface_area,33993.624
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,buck's pond,illinois; usa,pond or small lake,,,surface_area,34802.996
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,springwood,indiana; usa,pond or small lake,,,surface_area,40468.6
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,third sister,michigan; usa,pond or small lake,,,surface_area,40468.6
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,doyle,michigan; usa,pond or small lake,,,surface_area,40468.6
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,ford,michigan; usa,pond or small lake,,,surface_area,43301.402
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,pearen's,ontario; canada,pond or small lake,,,surface_area,44515.46
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,clear,michigan; usa,pond or small lake,,,surface_area,45729.518
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,weldon springs,illinois; usa,pond or small lake,,,surface_area,48967.006
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,east twin,wisconsin; usa,pond or small lake,,,surface_area,52609.18
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,howe,michigan; usa,pond or small lake,,,surface_area,54227.924
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,west twin,wisconsin; usa,pond or small lake,,,surface_area,54632.61
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,standard,michigan; usa,pond or small lake,,,surface_area,64749.76
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,buck pond,florida; usa,pond or small lake,,,surface_area,72843.48
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,clearwater,florida; usa,pond or small lake,,,surface_area,97124.64
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,long,wisconsin; usa,pond or small lake,,,surface_area,109669.906
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,frog,california; usa,pond or small lake,,,surface_area,121405.8
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,anderson,wisconsin; usa,pond or small lake,,,surface_area,153780.68
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,shoe,indiana; usa,pond or small lake,,,surface_area,169968.12
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,jesse,nova scotia; canada,pond or small lake,,,surface_area,182108.7
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,richter,wisconsin; usa,pond or small lake,,,surface_area,186155.56
rounsefell,fish production in lakes as a guide for estimating production in proposed reservoirs,foots pond,indiana; usa,pond or small lake,,,surface_area,192225.85
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,1,mississippi; usa,small water bodies or ponds,,,surface_area,910.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,2,mississippi; usa,small water bodies or ponds,,,surface_area,400.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,3,mississippi; usa,small water bodies or ponds,,,surface_area,5450.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,4,mississippi; usa,small water bodies or ponds,,,surface_area,950.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,5,mississippi; usa,small water bodies or ponds,,,surface_area,1070.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,6,mississippi; usa,small water bodies or ponds,,,surface_area,3080.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,7,mississippi; usa,small water bodies or ponds,,,surface_area,850.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,8,mississippi; usa,small water bodies or ponds,,,surface_area,4210.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,9,mississippi; usa,small water bodies or ponds,,,surface_area,3630.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,10,mississippi; usa,small water bodies or ponds,,,surface_area,15260.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,11,mississippi; usa,small water bodies or ponds,,,surface_area,3810.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,12,mississippi; usa,small water bodies or ponds,,,surface_area,630.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,13,mississippi; usa,small water bodies or ponds,,,surface_area,2730.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,14,mississippi; usa,small water bodies or ponds,,,surface_area,2460.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,15,mississippi; usa,small water bodies or ponds,,,surface_area,11990.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,16,mississippi; usa,small water bodies or ponds,,,surface_area,760.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,17,mississippi; usa,small water bodies or ponds,,,surface_area,1730.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,18,mississippi; usa,small water bodies or ponds,,,surface_area,4310.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,19,mississippi; usa,small water bodies or ponds,,,surface_area,2660.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,20,mississippi; usa,small water bodies or ponds,,,surface_area,1160.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,21,mississippi; usa,small water bodies or ponds,,,surface_area,8500.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,22,mississippi; usa,small water bodies or ponds,,,surface_area,3220.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,23,mississippi; usa,small water bodies or ponds,,,surface_area,5480.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,24,mississippi; usa,small water bodies or ponds,,,surface_area,4790.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,25,mississippi; usa,small water bodies or ponds,,,surface_area,4660.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,26,mississippi; usa,small water bodies or ponds,,,surface_area,1090.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,27,mississippi; usa,small water bodies or ponds,,,surface_area,2850.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,28,mississippi; usa,small water bodies or ponds,,,surface_area,3990.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,29,mississippi; usa,small water bodies or ponds,,,surface_area,3380.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,30,mississippi; usa,small water bodies or ponds,,,surface_area,1120.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,31,mississippi; usa,small water bodies or ponds,,,surface_area,5990.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,32,mississippi; usa,small water bodies or ponds,,,surface_area,2040.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,33,mississippi; usa,small water bodies or ponds,,,surface_area,2260.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,34,mississippi; usa,small water bodies or ponds,,,surface_area,3660.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,35,mississippi; usa,small water bodies or ponds,,,surface_area,21810.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,36,mississippi; usa,small water bodies or ponds,,,surface_area,2030.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,38,mississippi; usa,small water bodies or ponds,,,surface_area,970.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,39,mississippi; usa,small water bodies or ponds,,,surface_area,3540.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,40,mississippi; usa,small water bodies or ponds,,,surface_area,2720.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,41,mississippi; usa,small water bodies or ponds,,,surface_area,3510.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,42,mississippi; usa,small water bodies or ponds,,,surface_area,3020.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,43,mississippi; usa,small water bodies or ponds,,,surface_area,2440.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,44,mississippi; usa,small water bodies or ponds,,,surface_area,5540.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,45,mississippi; usa,small water bodies or ponds,,,surface_area,8480.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,46,mississippi; usa,small water bodies or ponds,,,surface_area,2650.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,47,mississippi; usa,small water bodies or ponds,,,surface_area,2210.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,48,mississippi; usa,small water bodies or ponds,,,surface_area,1580.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,49,mississippi; usa,small water bodies or ponds,,,surface_area,8080.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,50,mississippi; usa,small water bodies or ponds,,,surface_area,3260.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,51,mississippi; usa,small water bodies or ponds,,,surface_area,3340.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,52,mississippi; usa,small water bodies or ponds,,,surface_area,830.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,53,mississippi; usa,small water bodies or ponds,,,surface_area,7660.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,54,mississippi; usa,small water bodies or ponds,,,surface_area,4350.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,55,mississippi; usa,small water bodies or ponds,,,surface_area,2850.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,56,mississippi; usa,small water bodies or ponds,,,surface_area,810.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,57,mississippi; usa,small water bodies or ponds,,,surface_area,4180.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,58,mississippi; usa,small water bodies or ponds,,,surface_area,2540.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,59,mississippi; usa,small water bodies or ponds,,,surface_area,600.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,60,mississippi; usa,small water bodies or ponds,,,surface_area,4970.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,61,mississippi; usa,small water bodies or ponds,,,surface_area,8460.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,62,mississippi; usa,small water bodies or ponds,,,surface_area,1440.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,63,mississippi; usa,small water bodies or ponds,,,surface_area,6140.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,64,mississippi; usa,small water bodies or ponds,,,surface_area,3040.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,65,mississippi; usa,small water bodies or ponds,,,surface_area,6180.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,66,mississippi; usa,small water bodies or ponds,,,surface_area,14020.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,67,mississippi; usa,small water bodies or ponds,,,surface_area,4790.0
yasarer,characterizing ponds in a watershed simulation and evaluating their influence on streamflow in a mississippi watershed,68,mississippi; usa,small water bodies or ponds,,,surface_area,6180.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),aguada,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,11000.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),barro,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,135000.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),chaparral,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,12200.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),chica,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,22100.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),clotilde,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,177000.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),escondida,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,108000.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),garcia,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,52200.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),mansa,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,176000.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),moros,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,9600.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),nueva,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,5300.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),pajarera,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,5000.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),ponderosa,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,6100.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),redonda,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,47000.0
kruk,determinants of biodiversity in subtropical shallow lakes (atlantic coast; uruguay),techera,atlatic coast; uruguay,subtropical shallow lake,,,surface_area,10100.0
sager,measuring the trophic status of ponds: relationships between summer rate of periphytic net primary productivity and water physico-chemistry,p1,swiss plateau; switzerland,permenant pond,,,surface_area,3996.0
sager,measuring the trophic status of ponds: relationships between summer rate of periphytic net primary productivity and water physico-chemistry,p2,swiss plateau; switzerland,permenant pond,,,surface_area,2733.0
sager,measuring the trophic status of ponds: relationships between summer rate of periphytic net primary productivity and water physico-chemistry,p3,swiss plateau; switzerland,permenant pond,,,surface_area,4002.0
sager,measuring the trophic status of ponds: relationships between summer rate of periphytic net primary productivity and water physico-chemistry,p4,swiss plateau; switzerland,permenant pond,,,surface_area,10616.0
sager,measuring the trophic status of ponds: relationships between summer rate of periphytic net primary productivity and water physico-chemistry,p5,swiss plateau; switzerland,permenant pond,,,surface_area,327.0
sager,measuring the trophic status of ponds: relationships between summer rate of periphytic net primary productivity and water physico-chemistry,p6,swiss plateau; switzerland,permenant pond,,,surface_area,3582.0
sager,measuring the trophic status of ponds: relationships between summer rate of periphytic net primary productivity and water physico-chemistry,p7,swiss plateau; switzerland,permenant pond,,,surface_area,798.0
sager,measuring the trophic status of ponds: relationships between summer rate of periphytic net primary productivity and water physico-chemistry,p8,swiss plateau; switzerland,permenant pond,,,surface_area,518.0
sager,measuring the trophic status of ponds: relationships between summer rate of periphytic net primary productivity and water physico-chemistry,p9,swiss plateau; switzerland,permenant pond,,,surface_area,1215.0
ng,bacterioplankton in the littoral and pelagic zones of subtropical shallow lakes,ipe (ip),rio grande do sul state; southern brazil,subtropical shallow lake,,,surface_area,130000.0
hsu,biodiversity of constructed wetlands for wastewater treatment,hs2-1,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,1000.0
hsu,biodiversity of constructed wetlands for wastewater treatment,hs2-2,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,6000.0
hsu,biodiversity of constructed wetlands for wastewater treatment,hs2-3,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,5500.0
hsu,biodiversity of constructed wetlands for wastewater treatment,hs2-4,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,6000.0
hsu,biodiversity of constructed wetlands for wastewater treatment,hs2-5,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,6500.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn1,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,2000.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn2,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,6500.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn3-a,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,2600.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn3-b,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,6000.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn3-c,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,7500.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn3-d,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,2600.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn4,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,15000.0
hsu,biodiversity of constructed wetlands for wastewater treatment,dn5,da-han river; taipei county; taiwan,treatment cells in constructed wetlands,,,surface_area,18600.0
liefert et al.,why are some rocky mountain lakes ephemeral?,jeep lake,a single watershed in the snowy range; a sw to ne trending subsection of themedicine bowmountains; extending ~160 kmin the central rockymountains from northern colorado to southern wyoming,lake,,,surface_area,17000.0
liefert et al.,why are some rocky mountain lakes ephemeral?,fishhood lake,a single watershed in the snowy range; a sw to ne trending subsection of themedicine bowmountains; extending ~160 kmin the central rockymountains from northern colorado to southern wyoming,lake,,,surface_area,19000.0
liefert et al.,why are some rocky mountain lakes ephemeral?,round lake,a single watershed in the snowy range; a sw to ne trending subsection of themedicine bowmountains; extending ~160 kmin the central rockymountains from northern colorado to southern wyoming,lake,,,surface_area,13000.0
liefert et al.,why are some rocky mountain lakes ephemeral?,highway 130 lake,a single watershed in the snowy range; a sw to ne trending subsection of themedicine bowmountains; extending ~160 kmin the central rockymountains from northern colorado to southern wyoming,lake,,,surface_area,18000.0
cadieux et al.,exceptional summer warming leads to contrasting outcomes for methane cycling in small arctic lakes of greenland,evv upper lake,area between the village of kangerlussuaq; greenland; at the head of sndre strmfjord and the active terminus of the russell glacier,small (< 10 km2) seasonally ice-covered arctic lakes,,,surface_area,2200.0
cadieux et al.,exceptional summer warming leads to contrasting outcomes for methane cycling in small arctic lakes of greenland,evv lower lake,area between the village of kangerlussuaq; greenland; at the head of sndre strmfjord and the active terminus of the russell glacier,small (< 10 km2) seasonally ice-covered arctic lakes,,,surface_area,15000.0
cadieux et al.,exceptional summer warming leads to contrasting outcomes for methane cycling in small arctic lakes of greenland,teardrop lake,area between the village of kangerlussuaq; greenland; at the head of sndre strmfjord and the active terminus of the russell glacier,small (< 10 km2) seasonally ice-covered arctic lakes,,,surface_area,9700.0
cadieux et al.,exceptional summer warming leads to contrasting outcomes for methane cycling in small arctic lakes of greenland,potentilla lake,area between the village of kangerlussuaq; greenland; at the head of sndre strmfjord and the active terminus of the russell glacier,small (< 10 km2) seasonally ice-covered arctic lakes,,,surface_area,16000.0
cadieux et al.,exceptional summer warming leads to contrasting outcomes for methane cycling in small arctic lakes of greenland,south twin lake,area between the village of kangerlussuaq; greenland; at the head of sndre strmfjord and the active terminus of the russell glacier,small (< 10 km2) seasonally ice-covered arctic lakes,,,surface_area,31000.0
holgerson et al.,gas transfer velocities in small forested ponds,brookside,yale-myers forest in northeastern connecticut; usa,pond,,,surface_area,225.0
holgerson et al.,gas transfer velocities in small forested ponds,ch,yale-myers forest in northeastern connecticut; usa,pond,,,surface_area,181.0
holgerson et al.,gas transfer velocities in small forested ponds,rh,yale-myers forest in northeastern connecticut; usa,pond,,,surface_area,197.0
holgerson et al.,gas transfer velocities in small forested ponds,westford,yale-myers forest in northeastern connecticut; usa,pond,,,surface_area,213.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 1 (june 2015),rapplinge alvar; oland; sweden,lake,,,surface_area,81.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 3 (june 2015),rapplinge alvar; oland; sweden,lake,,,surface_area,340.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 4; site a (march-june 2015),rapplinge alvar; oland; sweden,lake,,,surface_area,855.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 4; site b (march-june 2015),rapplinge alvar; oland; sweden,lake,,,surface_area,855.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 4; site c (march-june 2015),rapplinge alvar; oland; sweden,lake,,,surface_area,855.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 4; site d (may 2015),rapplinge alvar; oland; sweden,lake,,,surface_area,855.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 5; site a (march-june 2015),rapplinge alvar; oland; sweden,lake,,,surface_area,2158.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 5; site b (june 2015),rapplinge alvar; oland; sweden,lake,,,surface_area,2158.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 1 (june 2016),rapplinge alvar; oland; sweden,lake,,,surface_area,85.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 2 (june 2016),rapplinge alvar; oland; sweden,lake,,,surface_area,311.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 3 (june 2016),rapplinge alvar; oland; sweden,lake,,,surface_area,431.0
martinsen et al.,high rates and close diel coupling of primary production and ecosystem respiration in small; oligotrophic lakes,lake 4; site a (june 2016),rapplinge alvar; oland; sweden,lake,,,surface_area,827.0
gilbert; juan diego; de vicente; inmaculada; jimenez-melero; raquel; guerrero; francisco,zooplankton body size versus taxonomy in mediterranean wetlands: implications for aquatic ecosystem evaluation,castillo,alto guadalquivir region of spain,mediterranean wetland,,,surface_area,5000.0
gilbert; juan diego; de vicente; inmaculada; jimenez-melero; raquel; guerrero; francisco,zooplankton body size versus taxonomy in mediterranean wetlands: implications for aquatic ecosystem evaluation,orcera,alto guadalquivir region of spain,mediterranean wetland,,,surface_area,4000.0
gilbert; juan diego; de vicente; inmaculada; jimenez-melero; raquel; guerrero; francisco,zooplankton body size versus taxonomy in mediterranean wetlands: implications for aquatic ecosystem evaluation,ardal,alto guadalquivir region of spain,mediterranean wetland,,,surface_area,300.0
gilbert; juan diego; de vicente; inmaculada; jimenez-melero; raquel; guerrero; francisco,zooplankton body size versus taxonomy in mediterranean wetlands: implications for aquatic ecosystem evaluation,santisteban,alto guadalquivir region of spain,mediterranean wetland,,,surface_area,13000.0
gilbert; juan diego; de vicente; inmaculada; jimenez-melero; raquel; guerrero; francisco,zooplankton body size versus taxonomy in mediterranean wetlands: implications for aquatic ecosystem evaluation,hituelo,alto guadalquivir region of spain,mediterranean wetland,,,surface_area,42000.0
gilbert; juan diego; de vicente; inmaculada; jimenez-melero; raquel; guerrero; francisco,zooplankton body size versus taxonomy in mediterranean wetlands: implications for aquatic ecosystem evaluation,quinta,alto guadalquivir region of spain,mediterranean wetland,,,surface_area,57000.0
gilbert; juan diego; de vicente; inmaculada; jimenez-melero; raquel; guerrero; francisco,zooplankton body size versus taxonomy in mediterranean wetlands: implications for aquatic ecosystem evaluation,casillas,alto guadalquivir region of spain,mediterranean wetland,,,surface_area,9000.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,hines,saskatchewan,pothole,,,surface_area,3200.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,hood1,saskatchewan,pothole,,,surface_area,9200.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,hood2,saskatchewan,pothole,,,surface_area,14500.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,johanson,saskatchewan,pothole,,,surface_area,6400.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,reinson,saskatchewan,pothole,,,surface_area,6400.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,smith1,saskatchewan,pothole,,,surface_area,5600.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,smith2,saskatchewan,pothole,,,surface_area,10200.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,sorrell,saskatchewan,pothole,,,surface_area,4400.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,adams,saskatchewan,pothole,,,surface_area,16300.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,penner1,saskatchewan,pothole,,,surface_area,7900.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,penner2,saskatchewan,pothole,,,surface_area,5100.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,rowein,saskatchewan,pothole,,,surface_area,41100.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,tataryn1,saskatchewan,pothole,,,surface_area,3400.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,tataryn2,saskatchewan,pothole,,,surface_area,8500.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,toderian,saskatchewan,pothole,,,surface_area,8400.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,wilk,saskatchewan,pothole,,,surface_area,2500.0
bortolotti; lauren e.; vinebrooke; rolf d.; st louis; vincent l.,prairie wetland communities recover at different rates following hydrological restoration,hood,saskatchewan,pothole,,,surface_area,8700.0
