PUBLICATION_DATE,UID,CLASS_FIELD_FWSST,DATE_COL,ECO_X_ST,NWCA_ECO4,SITE_ID,SITE_USE,STATE,VISIT_NO,AA_AREA,AA_CENTER,AA_LAT,AA_LAYOUT,AA_LON,AA_POINT,CLASS_1,CLASS_2,CLASS_3,DEPRESSION,DISTANCE_VAR,FLATS,FWS_ST,HGM_CLASS,LACUSTRINE,PHOTO,RIVERINE,SATELLITES_NUM,SLOPE,SYSTEM_1,SYSTEM_2,SYSTEM_3,TIDAL
7/28/2016,4287,PSS,9-Sep-11,EMU-PW,EMU,NWCA11-R048,NWCA_NOT_PROBABILITY,PA,1,0.5,POINT_NOT_AACENTER,41.17388,STANDARD_CIRCULAR,75.44347,YES,,,,,,,PSS,DPRSS,,Y,,,,,,,
7/28/2016,4288,PFO,28-Aug-11,EMU-PW,EMU,NWCA11-R034,NWCA_NOT_PROBABILITY,PA,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,PFO,RIVERINE,,Y,COMPLEX,,,,,,
7/28/2016,4289,E2EM,25-Aug-11,E2EM,CPL,NWCA11-3586,NWCA_PROBABILITY,MD,1,0.5,POINT_NOT_AACENTER,38.44638,STANDARD_CIRCULAR,76.27894,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4290,E2EM,5-Aug-11,E2EM,CPL,NWCA11-3583,NWCA_PROBABILITY,MD,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4292,PFO,23-Jul-11,EMU-PW,EMU,NWCA11-2373,NWCA_PROBABILITY,PA,1,0.5,POINT_AACENTER,,POLYGON,,YES,,,,,,,PFO,RIVERINE,,,,,,,,,
7/28/2016,4294,PFO,18-Sep-11,EMU-PW,EMU,NWCA11-2371,NWCA_PROBABILITY,PA,1,,POINT_AACENTER,,WETLAND_BOUNDARY,,YES,,,,,,,PFO,RIVERINE,,,,,,,,,
7/28/2016,4295,PEM,29-Sep-11,EMU-PH,EMU,NWCA11-2369,NWCA_PROBABILITY,PA,1,0.2,POINT_NOT_AACENTER,41.2083,WETLAND_BOUNDARY,79.98825,YES,,,,,,,PEM,FRINGE,NATURAL,,,,,,,,
7/28/2016,4296,PEM,25-Sep-11,EMU-PH,EMU,NWCA11-2368,NWCA_PROBABILITY,PA,1,0.5,POINT_NOT_AACENTER,,POLYGON,,YES,,,,,,,PEM,RIVERINE,,,,,,,,,
7/28/2016,4297,PSS,8-Sep-11,EMU-PW,EMU,NWCA11-2367,NWCA_PROBABILITY,PA,1,0.2,POINT_AACENTER,,POLYGON,,YES,,,,,,,PSS,FRINGE,NATURAL,,,,,,,,
7/28/2016,4298,PFO,4-Sep-11,EMU-PW,EMU,NWCA11-2365,NWCA_REVISITS,PA,2,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,PFO,RIVERINE,,Y,COMPLEX,,,,,,
7/28/2016,4299,E2SS,21-Sep-11,E2SS,CPL,NWCA11-1792,NWCA_PROBABILITY,MD,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2SS,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4300,PUBPAB,17-Aug-11,CPL-PH,CPL,NWCA11-1814,NWCA_PROBABILITY,MD,1,0.1,POINT_NOT_AACENTER,38.45943,WETLAND_BOUNDARY,75.99737,YES,,,,CLOSED_HUMAN_EXC,,,PUBPAB,DPRSS,,,,,,,,,
7/28/2016,4302,E2EM,4-Aug-11,E2EM,CPL,NWCA11-1813,NWCA_PROBABILITY,MD,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4303,E2EM,29-Jul-11,E2EM,CPL,NWCA11-1805,NWCA_PROBABILITY,MD,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2EM,TIDAL,,,,,,,,,NATURAL
7/28/2016,4304,E2EM,6-Aug-11,E2EM,CPL,NWCA11-1803,NWCA_PROBABILITY,MD,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4305,E2EM,28-Jul-11,E2EM,CPL,NWCA11-1793,NWCA_PROBABILITY,MD,1,0.5,POINT_AACENTER,38.40963,STANDARD_CIRCULAR,76.08285,YES,,,,,,,E2EM,TIDAL,,,,,,,,,NATURAL
7/28/2016,4306,PUBPAB,19-Aug-11,CPL-PH,CPL,NWCA11-1790,NWCA_PROBABILITY,MD,1,,POINT_NOT_AACENTER,38.45147,POLYGON,75.98089,YES,,,,CLOSED_HUMAN_EXC,,,PUBPAB,DPRSS,,,,,,,,,
7/28/2016,4307,E2EM,27-Jul-11,E2EM,CPL,NWCA11-1779,NWCA_PROBABILITY,MD,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2EM,TIDAL,,,,,,,,,NATURAL
7/28/2016,4308,E2EM,18-Aug-11,E2EM,CPL,NWCA11-1776,NWCA_REVISITS,MD,2,0.5,POINT_NOT_AACENTER,38.45254,STANDARD_CIRCULAR,75.98205,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4309,E2EM,13-Oct-11,E2EM,CPL,NWCA11-1369,NWCA_REVISITS,GA,2,0.3,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4310,PFO,23-Jun-11,EMU-PW,EMU,NWCA11-2365,NWCA_PROBABILITY,PA,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,CLOSED,,,PFO,DPRSS,,Y,,,,,,,
7/28/2016,4311,PSS,21-Jul-11,EMU-PW,EMU,NWCA11-2366,NWCA_PROBABILITY,PA,1,,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,PSS,RIVERINE,,,COMPLEX,,,,,,
7/28/2016,4312,PSS,22-Jul-11,EMU-PW,EMU,NWCA11-2370,NWCA_PROBABILITY,PA,1,,POINT_AACENTER,41.77444,STANDARD_CIRCULAR,79.86519,YES,,,,,,,PSS,RIVERINE,,,UPPER_PERENNIAL,,,,,,
7/28/2016,4313,PUBPAB,28-Sep-11,EMU-PH,EMU,NWCA11-2376,NWCA_PROBABILITY,PA,1,,POINT_NOT_AACENTER,40.55766,WETLAND_BOUNDARY,75.18066,YES,,,,OPEN_HUMAN_EXCIMP,,,PUBPAB,DPRSS,,,,,,,,,
7/28/2016,4314,PFO,15-Jul-11,CPL-PW,CPL,NWCA11-3572,NWCA_PROBABILITY,MD,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,FLATS_MNERL,PFO,FLATS,,,,,,,,,
7/28/2016,4315,E2EM,15-Sep-11,E2EM,CPL,NWCA11-3580,NWCA_PROBABILITY,MD,1,0.5,POINT_NOT_AACENTER,38.2761,STANDARD_CIRCULAR,76.18561,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4316,E2EM,16-Sep-11,E2EM,CPL,NWCA11-3588,NWCA_PROBABILITY,MD,1,0.5,POINT_NOT_AACENTER,38.2313,STANDARD_CIRCULAR_SHIFTED,75.81324,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4317,PFO,30-Jun-11,EMU-PW,EMU,NWCA11-R010,NWCA_NOT_PROBABILITY,PA,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,PFO,RIVERINE,,Y,UPPER_PERENNIAL,,,,,,
7/28/2016,4353,E2EM,5-Sep-11,E2EM,EMU,NWCA11-1180,NWCA_PROBABILITY,CT,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4354,PFO,20-Sep-11,EMU-PW,EMU,NWCA11-1181,NWCA_PROBABILITY,CT,1,0.5,POINT_NOT_AACENTER,41.49002,STANDARD_CIRCULAR_SHIFTED,71.84743,YES,,,,OPEN,4,,PFO,DPRSS,,Y,,8,,,,,
7/28/2016,4355,PEM,6-Jul-11,EMU-PH,EMU,NWCA11-1743,NWCA_PROBABILITY,MA,1,0.5,POINT_NOT_AACENTER,42.67532,STANDARD_CIRCULAR,71.05451,NO,,,,CLOSED_BEAVER_IMPOUND,3,,PEM,DPRSS,,Y,,6,,,,,
7/28/2016,4356,PEM,5-Aug-11,EMU-PH,EMU,NWCA11-1743,NWCA_REVISITS,MA,2,0.5,POINT_NOT_AACENTER,42.67526,STANDARD_CIRCULAR_SHIFTED,71.05436,YES,,,,CLOSED_BEAVER_IMPOUND,4,,PEM,DPRSS,,Y,,6,,,,,
7/28/2016,4357,PUBPAB,10-Jul-11,EMU-PH,EMU,NWCA11-1744,NWCA_PROBABILITY,MA,1,0.5,POINT_NOT_AACENTER,41.79912,STANDARD_CIRCULAR_SHIFTED,71.187648,YES,,,,,3,,PUBPAB,RIVERINE,,Y,HUMAN_ALTERED,6,,,,,
7/28/2016,4358,PUBPAB,6-Aug-11,EMU-PH,EMU,NWCA11-1744,NWCA_REVISITS,MA,2,0.5,POINT_NOT_AACENTER,41.79912,STANDARD_CIRCULAR_SHIFTED,71.18764,YES,,,,,3,,PUBPAB,RIVERINE,,Y,HUMAN_ALTERED,6,,,,,
7/28/2016,4359,PFO,13-Jul-11,EMU-PW,EMU,NWCA11-1745,NWCA_PROBABILITY,MA,1,0.5,POINT_NOT_AACENTER,41.96981,STANDARD_CIRCULAR_SHIFTED,70.9488,NO,,,,,3,,PFO,DPRSS,,Y,,9,,,,,
7/28/2016,4360,E2SS,15-Jul-11,E2SS,CPL,NWCA11-1746,NWCA_PROBABILITY,MA,1,0.5,POINT_NOT_AACENTER,42.06387,STANDARD_CIRCULAR_SHIFTED,70.13453,YES,,,,,5,,E2SS,TIDAL,,Y,,6,,,,,NATURAL
7/28/2016,4361,PSS,7-Jul-11,EMU-PW,EMU,NWCA11-1747,NWCA_PROBABILITY,MA,1,0.5,POINT_NOT_AACENTER,42.67226,STANDARD_CIRCULAR_SHIFTED,71.07163,YES,,,,OPEN_BEAVER_IMPOUND,4,,PSS,DPRSS,,Y,,5,,,,,
7/28/2016,4362,PEM,8-Jul-11,EMU-PH,EMU,NWCA11-1748,NWCA_PROBABILITY,MA,1,0.5,POINT_NOT_AACENTER,42.42301,STANDARD_CIRCULAR_SHIFTED,70.92887,YES,,,,CLOSED,3,,PEM,DPRSS,,Y,,7,,,,,
7/28/2016,4363,PFO,12-Jul-11,EMU-PW,EMU,NWCA11-1749,NWCA_PROBABILITY,MA,1,0.5,POINT_NOT_AACENTER,41.94517,STANDARD_CIRCULAR_SHIFTED,70.9627,YES,,,,,4,,PFO,DPRSS,,Y,,7,,,,,
7/28/2016,4364,E2SS,16-Jul-11,E2SS,CPL,NWCA11-1750,NWCA_PROBABILITY,MA,1,0.5,POINT_NOT_AACENTER,42.06329,STANDARD_CIRCULAR_SHIFTED,70.13371,YES,,,,,3,,E2SS,TIDAL,,Y,,6,,,,,NATURAL
7/28/2016,4365,PUBPAB,9-Jul-11,EMU-PH,EMU,NWCA11-1751,NWCA_PROBABILITY,MA,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,CLOSED,,,PUBPAB,DPRSS,,Y,,,,,,,
7/28/2016,4366,E2SS,18-Jul-11,E2SS,CPL,NWCA11-1752,NWCA_PROBABILITY,MA,1,0.5,POINT_NOT_AACENTER,41.42173,STANDARD_CIRCULAR_SHIFTED,70.56927,NO,,,,,3,,E2SS,TIDAL,,Y,,5,,,,,NATURAL
7/28/2016,4367,E2EM,11-Jul-11,E2EM,EMU,NWCA11-1753,NWCA_PROBABILITY,MA,1,0.5,POINT_NOT_AACENTER,42.16859,STANDARD_CIRCULAR_SHIFTED,70.7179,YES,,,,,5,,E2EM,TIDAL,,Y,,3,,,,,NATURAL
7/28/2016,4368,E2SS,14-Jul-11,E2SS,CPL,NWCA11-1754,NWCA_PROBABILITY,MA,1,0.5,POINT_NOT_AACENTER,41.87409,STANDARD_CIRCULAR_SHIFTED,69.99983,YES,,,,,3,,E2SS,TIDAL,,Y,,7,,,,,NATURAL
7/28/2016,4369,PFO,4-Aug-11,EMU-PW,EMU,NWCA11-2264,NWCA_PROBABILITY,NY,1,,POINT_AACENTER,44.89027,STANDARD_CIRCULAR,74.99991,YES,,,,,3,FLATS_MNERL,PFO,FLATS,,Y,,9,,,,,
7/28/2016,4370,E2EM,20-Sep-11,E2EM,CPL,NWCA11-2265,NWCA_PROBABILITY,NY,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4371,E2EM,30-Sep-11,E2EM,CPL,NWCA11-2265,NWCA_REVISITS,NY,2,,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4372,PF,30-Jul-11,EMU-PH,EMU,NWCA11-2267,NWCA_PROBABILITY,NY,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,FLATS_HUMAN,PF,FLATS,,Y,,,,,,,
7/28/2016,4373,PSS,19-Aug-11,EMU-PW,EMU,NWCA11-2268,NWCA_PROBABILITY,NY,1,,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,PSS,FRINGE,NATURAL,Y,,,,,,,
7/28/2016,4374,E2EM,25-Aug-11,E2EM,CPL,NWCA11-2269,NWCA_PROBABILITY,NY,1,,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,
7/28/2016,4380,E2SS,17-Jul-11,E2SS,CPL,NWCA11-R089,NWCA_NOT_PROBABILITY,MA,1,0.5,POINT_NOT_AACENTER,42.05899,STANDARD_CIRCULAR_SHIFTED,70.09784,YES,,,,OPEN,3,,E2SS,DPRSS,,Y,,6,,,,,
7/28/2016,4381,PFO,28-Sep-11,CPL-PW,CPL,NWCA11-R045,NWCA_NOT_PROBABILITY,NY,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,NO,,,,,,FLATS_HUMAN,PFO,FLATS,,Y,,,,,,,
7/28/2016,4383,PSS,25-Sep-11,CPL-PW,CPL,NWCA11-R046,NWCA_NOT_PROBABILITY,NY,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,CLOSED,,,PSS,DPRSS,,Y,,,,,,,
7/28/2016,4384,PSS,17-Aug-11,EMU-PW,EMU,NWCA11-R016,NWCA_NOT_PROBABILITY,NY,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,PSS,RIVERINE,,Y,,,,,,,
7/28/2016,4385,PFO,23-Aug-11,EMU-PW,EMU,NWCA11-R017,NWCA_NOT_PROBABILITY,NY,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,FLATS_ORGNC,PFO,FLATS,,Y,,,,,,,
7/28/2016,4386,E2SS,13-Jul-11,E2SS,CPL,NWCA11-R002,NWCA_NOT_PROBABILITY,VA,1,,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2SS,TIDAL,,Y,,,,E2F04P,,,NATURAL
7/28/2016,4387,PFO,14-Jul-11,CPL-PW,CPL,NWCA11-R049,NWCA_NOT_PROBABILITY,VA,1,,POINT_AACENTER,36.62575,POLYGON,76.47355,YES,,,,,3,FLATS_MNERL,PFO,FLATS,,Y,,9,,,,,
7/28/2016,4388,PSS,16-Aug-11,EMU-PW,EMU,NWCA11-R004,NWCA_NOT_PROBABILITY,NY,1,0.5,POINT_AACENTER,44.08433,STANDARD_CIRCULAR,75.32777,YES,,,,,3,FLATS_ORGNC,PSS,FLATS,,Y,,9,,,,,
7/28/2016,4389,E2EM,11-Jul-11,E2EM,CPL,NWCA11-R052,NWCA_NOT_PROBABILITY,VA,1,0,POINT_AACENTER,37.41522,STANDARD_CIRCULAR,76.71689,NO,,,,,3,,E2EM,TIDAL,,Y,,9,,,,,NATURAL
7/28/2016,4390,PFO,5-Aug-11,EMU-PW,EMU,NWCA11-R005,NWCA_NOT_PROBABILITY,NY,1,,POINT_AACENTER,,STANDARD_CIRCULAR,,NO,,,,CLOSED,,,PFO,DPRSS,,Y,,,,,,,
7/28/2016,4391,PSS,2-Aug-11,EMU-PW,EMU,NWCA11-R009,NWCA_NOT_PROBABILITY,NY,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,NO,,,,CLOSED,,,PSS,DPRSS,,Y,,,,,,,
7/28/2016,4392,PFO,18-Aug-11,EMU-PW,EMU,NWCA11-R015,NWCA_NOT_PROBABILITY,NY,1,,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,FLATS_ORGNC,PFO,FLATS,,Y,,,,,,,
7/28/2016,4393,PFO,10-Jul-11,CPL-PW,CPL,NWCA11-R070,NWCA_NOT_PROBABILITY,NC,1,0.5,POINT_NOT_AACENTER,35.93797,STANDARD_CIRCULAR,76.87762,YES,,,,,3,,PFO,RIVERINE,,Y,LOWER_PERENNIAL,9,,,,,
7/28/2016,4394,E2EM,8-Jul-11,E2EM,CPL,NWCA11-R071,NWCA_NOT_PROBABILITY,NC,1,0.5,POINT_AACENTER,35.0862,STANDARD_CIRCULAR,75.99199,NO,,,,,3,,E2EM,TIDAL,,Y,,9,,,,,NATURAL
7/28/2016,4395,PFO,6-Jul-11,EMU-PW,EMU,NWCA11-R088,NWCA_NOT_PROBABILITY,NC,1,0.5,POINT_NOT_AACENTER,35.47485,STANDARD_CIRCULAR_SHIFTED,78.9106,YES,,,,,3,,PFO,RIVERINE,,,LOWER_PERENNIAL,9,,,,,
7/28/2016,4396,PFO,16-Aug-11,EMU-PW,EMU,NWCA11-2392,NWCA_PROBABILITY,RI,1,0.5,POINT_NOT_AACENTER,41.46062,STANDARD_CIRCULAR_SHIFTED,71.43694,YES,,,,,3,,PFO,DPRSS,,Y,,9,,,,,
7/28/2016,4397,E2EM,8-Aug-11,E2EM,EMU,NWCA11-2390,NWCA_PROBABILITY,RI,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4398,PSS,14-Aug-11,EMU-PW,EMU,NWCA11-2389,NWCA_PROBABILITY,RI,1,0.5,POINT_NOT_AACENTER,41.61444,STANDARD_CIRCULAR_SHIFTED,71.75419,YES,,,,OPEN_BEAVER_IMPOUND,3,,PSS,DPRSS,,Y,,9,,,,,
7/28/2016,4399,PUBPAB,11-Aug-11,EMU-PH,EMU,NWCA11-2388,NWCA_PROBABILITY,RI,1,0.5,POINT_NOT_AACENTER,41.56859,STANDARD_CIRCULAR_SHIFTED,71.58813,YES,,,,CLOSED_HUMAN_IMPOUND,3,,PUBPAB,DPRSS,,Y,,10,,,,,
7/28/2016,4400,PEM,9-Aug-11,EMU-PH,EMU,NWCA11-2386,NWCA_PROBABILITY,RI,1,0.5,,41.71138,STANDARD_CIRCULAR,71.27414,NO,,,,,3,,PEM,DPRSS,,Y,,9,,,,,
7/28/2016,4401,PFO,13-Aug-11,EMU-PW,EMU,NWCA11-2385,NWCA_PROBABILITY,RI,1,0.5,POINT_NOT_AACENTER,41.63054,STANDARD_CIRCULAR_SHIFTED,71.77994,YES,,,,OPEN,4,,PFO,DPRSS,,Y,,8,,,,,
7/28/2016,4403,PSS,10-Aug-11,EMU-PW,EMU,NWCA11-2384,NWCA_PROBABILITY,RI,1,0.5,POINT_NOT_AACENTER,41.57226,POLYGON,71.59089,YES,,,,OPEN,3,,PSS,DPRSS,,Y,,8,,,,,
7/28/2016,4404,E2EM,7-Aug-11,E2EM,EMU,NWCA11-2382,NWCA_PROBABILITY,RI,1,0.5,POINT_NOT_AACENTER,41.70956,STANDARD_CIRCULAR_SHIFTED,71.30459,YES,,,,,2,,E2EM,TIDAL,,Y,,11,,,,,HUMAN_ALTERED
7/28/2016,4405,PFO,12-Aug-11,EMU-PW,EMU,NWCA11-2381,NWCA_PROBABILITY,RI,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,OPEN,3,,PFO,DPRSS,,Y,,9,,,,,
7/28/2016,4406,PSS,9-Aug-11,EMU-PW,EMU,NWCA11-R124,NWCA_NOT_PROBABILITY,ME,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,PSS,FRINGE,NATURAL,Y,,,,,,,
7/28/2016,4407,PFO,5-Sep-11,EMU-PW,EMU,NWCA11-2361,NWCA_REVISITS,PA,2,0.5,POINT_NOT_AACENTER,41.44645,STANDARD_CIRCULAR,80.45386,YES,,,,,,,PFO,RIVERINE,,Y,UPPER_PERENNIAL,,,,,,
7/28/2016,4410,PFO,26-Jul-11,EMU-PW,EMU,NWCA11-1849,NWCA_PROBABILITY,MI,1,0.5,POINT_NOT_AACENTER,41.79001,STANDARD_CIRCULAR_SHIFTED,85.69172,NO,,,,CLOSED,5,,PFO,DPRSS,,Y,,9,,,,,
7/28/2016,4441,PEM,22-Jun-11,IPL-PH,IPL,NWCA11-R116,NWCA_NOT_PROBABILITY,WI,1,,POINT_AACENTER,45.93247,STANDARD_CIRCULAR,89.10278,YES,,,,OPEN,6,,PEM,DPRSS,,Y,,5,,,,,
7/28/2016,4442,PEM,7-Sep-11,W-PH,W,NWCA11-4703,NWCA_PROBABILITY,AZ,1,0.4,POINT_NOT_AACENTER,33.52447,POLYGON,109.14675,NO,,,,,3,,PEM,RIVERINE,,Y,UPPER_PERENNIAL,8,,,,,
7/28/2016,4443,PEM,26-Sep-11,W-PH,W,NWCA11-R132,NWCA_NOT_PROBABILITY,AZ,1,0.5,,35.11758,STANDARD_CIRCULAR,111.53457,YES,,,,,3,,PEM,FRINGE,NATURAL,Y,,11,,,,,
7/28/2016,4444,E2EM,7-Sep-11,E2EM,CPL,NWCA11-2529,NWCA_REVISITS,TX,2,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,3,,E2EM,TIDAL,,Y,,11,,,,,NATURAL
7/28/2016,4445,E2EM,20-Jun-11,E2EM,CPL,NWCA11-2529,NWCA_PROBABILITY,TX,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,3,,E2EM,TIDAL,,Y,,11,,,,,NATURAL
7/28/2016,4446,E2EM,14-Jun-11,E2EM,CPL,NWCA11-R006,NWCA_NOT_PROBABILITY,SC,1,,POINT_AACENTER,,STANDARD_CIRCULAR,,NO,,,,,,,E2EM,TIDAL,,Y,,,,,,,NATURAL
7/28/2016,4447,PFO,30-Aug-11,EMU-PW,EMU,NWCA11-R119,NWCA_NOT_PROBABILITY,WI,1,0.1,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,OPEN,8,,PFO,DPRSS,,Y,,5,,,,,
7/28/2016,4448,PEM,31-Aug-11,EMU-PH,EMU,NWCA11-R118,NWCA_NOT_PROBABILITY,WI,1,,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,OPEN,9,,PEM,DPRSS,,Y,,4,,,,,
7/28/2016,4449,PEM,10-Aug-11,EMU-PH,EMU,NWCA11-R117,NWCA_NOT_PROBABILITY,MN,1,0.1,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,OPEN,7,,PEM,DPRSS,,Y,,4,,,,,
7/28/2016,4450,PUBPAB,11-Aug-11,EMU-PH,EMU,NWCA11-R113,NWCA_NOT_PROBABILITY,MN,1,0.1,POINT_AACENTER,,POLYGON,,YES,,,,OPEN,7,,PUBPAB,DPRSS,,Y,,4,,,,,
7/28/2016,4453,PUBPAB,9-Aug-11,EMU-PH,EMU,NWCA11-R112,NWCA_NOT_PROBABILITY,MN,1,0.1,POINT_AACENTER,,POLYGON,,YES,,,,OPEN,6,,PUBPAB,DPRSS,,Y,,4,,,,,
7/28/2016,4456,PUBPAB,8-Aug-11,EMU-PH,EMU,NWCA11-R110,NWCA_NOT_PROBABILITY,MN,1,0.1,POINT_AACENTER,,POLYGON,,YES,,,,OPEN,9,,PUBPAB,DPRSS,,Y,,4,,,,,
7/28/2016,4460,PEM,20-Sep-11,W-PH,W,NWCA11-4699,NWCA_PROBABILITY,AZ,1,0.5,POINT_NOT_AACENTER,33.87539,POLYGON,109.2473,YES,,,,,4,,PEM,RIVERINE,,Y,UPPER_PERENNIAL,7,,,,,
7/28/2016,4461,PEM,8-Sep-11,W-PH,W,NWCA11-4692,NWCA_PROBABILITY,AZ,1,0.4,POINT_NOT_AACENTER,33.88026,POLYGON,109.25378,YES,,,,,3,,PEM,RIVERINE,,Y,UPPER_PERENNIAL,12,,,,,
7/28/2016,4462,PEM,6-Sep-11,W-PH,W,NWCA11-2900,NWCA_PROBABILITY,AZ,1,0.5,,33.52406,POLYGON,109.14616,NO,,,,,3,,PEM,RIVERINE,,Y,UPPER_PERENNIAL,11,,,,,
7/28/2016,4463,PEM,20-Sep-11,W-PH,W,NWCA11-2897,NWCA_PROBABILITY,AZ,1,0.5,POINT_NOT_AACENTER,33.87684,POLYGON,109.24824,NO,,,,,4,,PEM,RIVERINE,,Y,UPPER_PERENNIAL,7,,,,,
7/28/2016,4464,PEM,21-Sep-11,W-PH,W,NWCA11-2890,NWCA_PROBABILITY,AZ,1,0.5,POINT_NOT_AACENTER,33.5224,STANDARD_CIRCULAR,109.16093,YES,,,,,4,,PEM,FRINGE,NATURAL,Y,,8,,,,,
7/28/2016,4465,E2EM,22-Sep-11,E2EM,CPL,NWCA11-2262,NWCA_PROBABILITY,NY,1,0.5,POINT_NOT_AACENTER,40.6323,STANDARD_CIRCULAR,73.47577,YES,,,,,3,,E2EM,TIDAL,,Y,,9,,,,,NATURAL
7/28/2016,4466,E2EM,27-Sep-11,E2EM,CPL,NWCA11-2281,NWCA_PROBABILITY,NY,1,0.5,POINT_NOT_AACENTER,40.63612,STANDARD_CIRCULAR,73.39951,NO,,,,,3,,E2EM,TIDAL,,Y,,9,,,,,NATURAL
7/28/2016,4467,PF,1-Aug-11,EMU-PH,EMU,NWCA11-2280,NWCA_PROBABILITY,NY,1,,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,,PF,RIVERINE,,Y,HUMAN_ALTERED,,,,,,
7/28/2016,4468,E2EM,21-Sep-11,E2EM,CPL,NWCA11-2279,NWCA_PROBABILITY,NY,1,0.5,POINT_NOT_AACENTER,40.6193,STANDARD_CIRCULAR,73.49617,NO,,,,,3,,E2EM,TIDAL,,Y,,9,,,,,NATURAL
7/28/2016,4469,PF,31-Jul-11,EMU-PH,EMU,NWCA11-2278,NWCA_PROBABILITY,NY,1,,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,FLATS_HUMAN,PF,FLATS,,Y,,,,,,,
7/28/2016,4470,PEM,26-Sep-11,CPL-PH,CPL,NWCA11-2277,NWCA_PROBABILITY,NY,1,,POINT_NOT_AACENTER,40.75391,POLYGON,72.86146,NO,,,,,3,,PEM,RIVERINE,,Y,TIDAL,9,,,,,
7/28/2016,4471,PFO,20-Aug-11,EMU-PW,EMU,NWCA11-2276,NWCA_PROBABILITY,NY,1,0.5,POINT_AACENTER,,STANDARD_CIRCULAR,,YES,,,,,,FLATS_MNERL,PFO,FLATS,,Y,,,,,,,
7/28/2016,4472,PSS,6-Aug-11,EMU-PW,EMU,NWCA11-2275,NWCA_PROBABILITY,NY,1,0.5,POINT_NOT_AACENTER,44.11412,STANDARD_CIRCULAR_SHIFTED,74.37748,YES,,,,,3,,PSS,RIVERINE,,Y,UPPER_PERENNIAL,9,,,,,
